ds,open,high,low,close,macd,rsi,adx,cci
1580428800.0,0.06272577,0.0629170199999999,0.062558351,0.0626359049999999,,,0.0,
1580432400.0,0.062655875,0.06285708,0.062491041,0.062582262,,,0.0,
1580436000.0,0.062569728,0.06278715,0.062221554,0.062567176,,,0.0,
1580439600.0,0.06253723,0.062881842,0.062209086,0.062239023,,,0.0,
1580443200.0,0.062229044,0.062397482,0.061842573,0.061990864,,,0.0,
1580446800.0,0.0620132699999999,0.062333852,0.061432208,0.06145832,,,0.0,
1580450400.0,0.06146448,0.062231535,0.061144463,0.0622253,,,0.0,
1580454000.0,0.062219065,0.0622253,0.0613477439999999,0.061547184,,,0.0,
1580457600.0,0.06153341,0.062049422,0.061261824,0.0618698,,,0.0,
1580461200.0,0.061879779,0.062348792,0.0618264,0.0618862319999999,,,0.0,
1580464800.0,0.061870055,0.0622251,0.061371505,0.061730461,,,0.0,
1580468400.0,0.06172427,0.06191,0.0611161,0.06131481,,,0.0,
1580472000.0,0.061344744,0.0615076,0.059941816,0.0603832319999999,,,0.0,
1580475600.0,0.06038928,0.06056901,0.059702368,0.060343013,,,0.0,
1580479200.0,0.060333034,0.06054904,0.060041586,0.06027316,,24.551404366932744,0.0,
1580482800.0,0.0602792,0.06087434,0.060131379,0.060646284,,30.73004571702156,0.0,
1580486400.0,0.060700542,0.060884642,0.06016734,0.060346944,,28.69950158090652,0.0,
1580490000.0,0.060336966,0.0604050119999999,0.06016131,0.0602952209999999,,28.350907643096733,0.0,
1580493600.0,0.060277098,0.0606128639999999,0.060195184,0.06050874,,32.02164755570911,0.0,
1580497200.0,0.06050874,0.060542976,0.060313076,0.060407133,,31.20242288089773,0.0,-82.27214052230214
1580500800.0,0.060387167,0.06080256,0.060356922,0.060736086,,36.836472096437134,0.0,-56.9793358874497
1580504400.0,0.060736086,0.060850791,0.060600298,0.060738755,,36.88163715981818,0.0,-42.45213820595081
1580508000.0,0.060738755,0.061106584,0.0606484599999999,0.060886317,,39.45911905726154,0.0,-23.1959618883212
1580511600.0,0.0608962999999999,0.061200336,0.060321226,0.06049698,,35.35663711669949,0.0,-38.4547611531811
1580515200.0,0.06049698,0.06082083,0.060317286,0.060631077,,37.75695196565106,0.0,-43.118124417674544
1580518800.0,0.060637148,0.0612387,0.060618935,0.0612041939999999,-0.0004128870504017,46.841903306379855,0.0,13.439340371975316
1580522400.0,0.06121418,0.06167826,0.0610759939999999,0.061240284,-0.0003484365872455,47.36292021252631,0.0,61.32983451011605
1580526000.0,0.061231872,0.06166827,0.061181952,0.061645936,-0.000261610719106,52.94550045828341,42.77319330931391,88.48466979441044
1580529600.0,0.061637405,0.0617919539999999,0.061218035,0.061256404,-0.000221677213081,47.71251314074638,39.786651816441136,82.97048059478357
1580533200.0,0.06127638,0.061464632,0.061100466,0.061134929,-0.0001975543555049,46.17966253521768,37.16334999915214,67.89462103258349
1580536800.0,0.061141048,0.061660632,0.061042779,0.061442339,-0.0001518806140364,50.512558900212,34.78158428173326,101.88137024797548
1580540400.0,0.061440808,0.0618666629999999,0.061422361,0.0616568099999999,-9.725671272596548e-05,53.33520552925628,33.05258763072866,142.65395433878683
1580544000.0,0.061634479,0.061792902,0.061190349,0.061252548,-8.560069075647797e-05,47.800746010391904,30.827009912750487,89.82640712848567
1580547600.0,0.061292504,0.061406985,0.06082692,0.061186488,-8.076271695410531e-05,46.94351634404745,29.34093493874823,39.956777330682
1580551200.0,0.061196476,0.06150923,0.0609268,0.061147167,-7.918862674478888e-05,46.41000361193122,27.69208193553489,43.21408947277139
1580554800.0,0.061139415,0.061185516,0.060367201,0.06064929,-0.0001167696144526,40.18281870444088,27.28487631612088,-39.97296127089552
1580558400.0,0.06064929,0.061025028,0.06061502,0.06067926,-0.000142491931153,40.69863400349552,26.90675681237929,-37.247406283222645
1580562000.0,0.0606953249999999,0.061684434,0.0606527999999999,0.06140775,-0.0001029077413183,51.61956326923938,25.03984310662807,45.95614545208301
1580565600.0,0.06140775,0.06196797,0.0610821119999999,0.061890816,-3.218656989434354e-05,57.24263232776009,23.86995956200141,115.41433990625038
1580569200.0,0.061890816,0.06242751,0.0617748039999999,0.0622077299999999,4.886944270160454e-05,60.487229269104006,23.57886750916276,194.575677157782
1580572800.0,0.062189049,0.06246747,0.0618945999999999,0.06201927,9.67841027958577e-05,57.6839446712726,23.37322225364332,171.5700547980264
1580576400.0,0.0619793219999999,0.062051668,0.061645025,0.06182572,0.0001177812398748,54.87134588796205,22.574008181003773,104.24926468402808
1580580000.0,0.06183191,0.062120264,0.0616811519999999,0.061983102,0.0001454444414054,56.71931017822352,21.960190672505373,108.6777221318566
1580583600.0,0.061953144,0.06201792,0.061637405,0.061857075,0.0001554069674888,54.784698992092814,21.27742134728276,83.71528649272774
1580587200.0,0.061857075,0.06216777,0.06173867,0.062084277,0.0001795657219133,57.5929386488278,20.94765385040434,102.9469587135649
1580590800.0,0.062008184,0.062191514,0.061509084,0.061599816,0.0001578007264121,50.40428507175261,20.02258140647452,50.95717036980899
1580594400.0,0.061565161,0.06202791,0.061549012,0.061978238,0.0001691375906045,55.11691419999591,19.163585565682546,61.44571503915892
1580598000.0,0.061958274,0.0622377,0.0618883999999999,0.06217776,0.00019200854015,57.41454124436165,18.845434131100948,98.16987682772206
1580601600.0,0.062152864,0.062203966,0.0611220479999999,0.06122031,0.0001313614659745,45.40316104134996,18.275964015400497,-11.32929816188956
1580605200.0,0.061240284,0.06168825,0.0608962999999999,0.06160833,0.0001133021176493,49.97104572397892,18.167814811428023,-35.91631374002052
