ds,open,high,low,close,macd,rsi,adx,cci
1580428800.0,2.907632,2.9123847,2.8609793,2.865695,0.0,,0.0,
1580432400.0,2.865695,2.8859112,2.8615527,2.8799624,0.0,,0.0,
1580436000.0,2.87958528,2.882115,2.85686163,2.87192122,0.0,,0.0,
1580439600.0,2.87192122,2.89354336,2.863973,2.88822197,0.0,,0.0,
1580443200.0,2.8879226,2.8957782,2.87252319,2.8819666400000004,0.0,,0.0,
1580446800.0,2.88254442,2.88648462,2.85044248,2.85661464,0.0,,0.0,
1580450400.0,2.8567014,2.88790254,2.84739123,2.8740404,0.0,,0.0,
1580454000.0,2.873952,2.8801282,2.85807492,2.86485588,0.0,,0.0,
1580457600.0,2.86514317,2.87425137,2.84691992,2.8692618700000003,0.0,,0.0,
1580461200.0,2.87185641,2.89400979,2.8684458,2.88420156,0.0,,0.0,
1580464800.0,2.88600624,2.9058372,2.87015235,2.88171871,0.0,,0.0,
1580468400.0,2.8819282,2.8906,2.8523173,2.85510492,2.872797100833333,,0.0,
1580472000.0,2.8547058,2.85860565,2.803537,2.81828352,2.864410396089744,,0.0,
1580475600.0,2.81786685,2.8227595,2.75644556,2.79930908,2.8543948089990137,,0.0,
1580479200.0,2.80150446,2.8179667000000004,2.7804901300000004,2.80280173,2.846457412229934,33.49143635568781,0.0,
1580482800.0,2.8004878,2.8431368,2.7995462,2.83295376,2.844379927271484,42.73892932810717,0.0,
1580486400.0,2.83418926,2.84880608,2.803818,2.81948346,2.8405497015374093,40.05918161555456,0.0,
1580490000.0,2.82068082,2.8276173,2.80014482,2.80506024,2.835089784377808,37.358175475029576,0.0,
1580493600.0,2.8051151400000003,2.8084992,2.7919831200000003,2.7995896,2.829628217550453,36.35686105317642,0.0,
1580497200.0,2.798392,2.7995136,2.78823239,2.78935003,2.8234315733119217,34.49328290222506,0.0,-118.96974064763086
1580500800.0,2.79174595,2.8060032,2.7885516600000004,2.80192218,2.820122435879318,38.651235811146,0.0,-92.73486239333326
1580504400.0,2.80192218,2.82322503,2.79964597,2.81846595,2.8198675918978844,43.71417146324141,0.0,-55.88860737482532
1580508000.0,2.81666865,2.8430842,2.8096694,2.83267625,2.8218381546828253,47.7062563624164,0.0,-22.161560510812063
1580511600.0,2.83257642,2.83780605,2.81033228,2.82109597,2.821723972423929,44.91080438369801,0.0,-29.1725386546748
1580515200.0,2.82099614,2.8482924,2.8182009,2.8437982500000003,2.82512001512794,50.97569835995067,0.0,7.753258534172215
1580518800.0,2.84428276,2.8516455,2.8265538,2.84870622,-0.0138306245071277,52.20086159923123,0.0,25.62728747863336
1580522400.0,2.85040384,2.87712,2.84854922,2.86067628,-0.010259201315367,55.14509092129539,0.0,80.13837341403354
1580526000.0,2.85981696,2.8638333,2.8282675200000003,2.8438832400000003,-0.008683779483471,50.45013443405325,22.83610131187627,40.38787191945755
1580529600.0,2.84302905,2.8458661000000003,2.8291499000000004,2.8328964400000003,-0.0082269540655071,47.5950864343813,21.45567619892567,19.157288410501454
1580533200.0,2.83279656,2.84004166,2.826321,2.82805246,-0.008161702309946,46.34967294283677,20.042217504352443,15.211473232939444
1580536800.0,2.8282356,2.83303176,2.81949514,2.82079371,-0.0085966138711448,44.47174137381153,18.81265106061409,1.581258600185951
