ds,open,high,low,close,macd,rsi,adx,cci
1580428800.0,0.24339436,0.2446151399999999,0.241631506,0.24219616,,,0.0,
1580432400.0,0.242146235,0.2432565,0.2407616819999999,0.242250374,,,0.0,
1580436000.0,0.242201856,0.24239736,0.239553981,0.241843896,,,0.0,
1580439600.0,0.24191377,0.243129142,0.241152514,0.2414918,,,0.0,
1580443200.0,0.241521737,0.241624292,0.240030164,0.240860544,,,0.0,
1580446800.0,0.24091881,0.242896373,0.23812712,0.240006712,,,0.0,
1580450400.0,0.240040746,0.242378604,0.2395414869999999,0.24168566,,,0.0,
1580454000.0,0.241681401,0.24189524,0.239208336,0.240095844,,,0.0,
1580457600.0,0.2400700559999999,0.240753354,0.238855305,0.240354194,,,0.0,
1580461200.0,0.240374152,0.241202409,0.23942772,0.2395473839999999,,,0.0,
1580464800.0,0.239523362,0.240243864,0.237259945,0.238456465,,,0.0,
1580468400.0,0.23839267,0.23921,0.23671771,0.23757618,,,0.0,
1580472000.0,0.23757618,0.23798249,0.234040466,0.2362414079999999,,,0.0,
1580475600.0,0.2362451,0.236474755,0.23296295,0.235823728,,,0.0,
1580479200.0,0.235773833,0.237313495,0.2347089249999999,0.235713959,,19.23152394254768,0.0,
1580482800.0,0.23574756,0.2389455399999999,0.235387361,0.238194816,,35.79604759825763,0.0,
1580486400.0,0.238350196,0.238785232,0.235061724,0.236358864,,30.76719166555572,0.0,
1580490000.0,0.236448666,0.2370487499999999,0.235716602,0.236669472,,32.49504070098696,0.0,
1580493600.0,0.236558424,0.2397158399999999,0.236351392,0.2393703,,45.28261460988915,0.0,
1580497200.0,0.23936032,0.2394562559999999,0.236961334,0.237116216,,38.69452044449765,0.0,-40.78180612213902
1580500800.0,0.237116216,0.2398655999999999,0.236917632,0.237406554,,39.90726337928569,0.0,-27.902774118296065
1580504400.0,0.237406554,0.238919001,0.237203175,0.238591575,,44.71441904755605,0.0,-16.192295653378782
1580508000.0,0.238591575,0.239941724,0.2381028399999999,0.238863241,,45.78514524175661,0.0,18.687856215632365
1580511600.0,0.2388532579999999,0.239678013,0.237910988,0.239052918,,46.5633075407578,0.0,23.813161632441783
1580515200.0,0.2390629009999999,0.241395777,0.23849387,0.240656739,,52.74019538947056,0.0,89.39433537356427
1580518800.0,0.2406808359999999,0.24262713,0.240448785,0.24231029,5.373120512497387e-05,58.11579381272151,0.0,156.17317445958452
1580522400.0,0.242330262,0.242757,0.241378957,0.242194737,0.0002857870587305,57.62253419199589,0.0,163.48536720932483
1580526000.0,0.242112,0.24279696,0.240824064,0.2414599,0.0004057208920827,54.45712007879901,27.694799262339497,135.53491940508377
1580529600.0,0.24137739,0.242472986,0.24013925,0.24061092,0.0004273376459389,50.97317730635481,25.752113077248527,102.73052963380825
1580533200.0,0.240580956,0.241132785,0.239777883,0.239943856,0.0003861908217984,48.35549519690674,24.10872789235061,69.15913362763817
1580536800.0,0.239927904,0.241037016,0.239586165,0.240714922,0.0004110617849727,51.45859857140746,22.70844613059397,67.9732849544776
1580540400.0,0.2407472479999999,0.242390208,0.240664977,0.24133095,0.0004750049523033,53.84469156715274,21.667315081593102,94.90252738937568
1580544000.0,0.24128265,0.241784842,0.239348442,0.239726011,0.0003916603916386,47.31864568357424,20.407307529131263,45.70811926975556
1580547600.0,0.239765967,0.240101811,0.237774328,0.239532216,0.0003064391501875,46.58444151944887,20.10436345316143,-6.021930879184714
1580551200.0,0.239522228,0.24041973,0.2387931039999999,0.240241713,0.0002927762385071,49.66378258000922,19.6009008984994,15.907145628244916
1580554800.0,0.240269805,0.24030384,0.2364373719999999,0.23790186,9.208025655238485e-05,41.22349050957162,20.226656292227904,-61.42768101431292
