SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,12-period-EMA,26-period-EMA,MACD,Signal,change,gain,loss,avg-gain,avg-loss,RS,RSI,adx
1,Chainlink,LINK,2017-09-21 23:59:59,0.2078920006752014,0.1552920043468475,0.1891320049762725,0.1696799993515014,2126270.0,59388000.0,,,,,0.0,0.0,0.0,,,,,0.0
2,Chainlink,LINK,2017-09-22 23:59:59,0.1816750019788742,0.1398690044879913,0.1698260009288787,0.1505029946565628,1423220.0,52676050.0,,,,,-0.0191770046949386,0.0,0.0191770046949386,,,,,0.0
3,Chainlink,LINK,2017-09-23 23:59:59,0.1574400067329406,0.1262969970703125,0.1495620012283325,0.1311289966106414,1186670.0,45895150.0,,,,,-0.0193739980459214,0.0,0.0193739980459214,,,,,0.0
4,Chainlink,LINK,2017-09-24 23:59:59,0.1902499943971634,0.1302749961614608,0.1311099976301193,0.1702779978513717,1025740.0,59597300.0,,,,,0.0391490012407303,0.0391490012407303,0.0,,,,,0.0
5,Chainlink,LINK,2017-09-25 23:59:59,0.1826370060443878,0.1585800051689148,0.1706359982490539,0.1821980029344558,1021370.0,63769300.0,,,,,0.011920005083084,0.011920005083084,0.0,,,,,0.0
6,Chainlink,LINK,2017-09-26 23:59:59,0.2231619954109192,0.1820389926433563,0.1820389926433563,0.1949580013751983,1319050.0,68235300.0,,,,,0.0127599984407425,0.0127599984407425,0.0,,,,,0.0
7,Chainlink,LINK,2017-09-27 23:59:59,0.2060990035533905,0.194252997636795,0.1947370022535324,0.1945859938859939,1097010.0,68105100.0,,,,,-0.0003720074892044,0.0,0.0003720074892044,,,,,0.0
8,Chainlink,LINK,2017-09-28 23:59:59,0.2838200032711029,0.1913100033998489,0.1933770030736923,0.2437949925661087,8113680.0,85328250.0,,,,,0.0492089986801148,0.0492089986801148,0.0,,,,,0.0
9,Chainlink,LINK,2017-09-29 23:59:59,0.3349309861660003,0.2144210040569305,0.2454369962215423,0.3084399998188019,8896430.0,107954000.0,,,,,0.0646450072526931,0.0646450072526931,0.0,,,,,0.0
10,Chainlink,LINK,2017-09-30 23:59:59,0.4725579917430877,0.3000890016555786,0.3124969899654388,0.4513640105724334,23440700.0,157977400.0,,,,,0.1429240107536315,0.1429240107536315,0.0,,,,,0.0
11,Chainlink,LINK,2017-10-01 23:59:59,0.451884001493454,0.3820340037345886,0.4515469968318939,0.4366469979286194,10005100.0,152826450.0,,,,,-0.014717012643814,0.0,0.014717012643814,,,,,0.0
12,Chainlink,LINK,2017-10-02 23:59:59,0.4402639865875244,0.3567669987678528,0.4376670122146606,0.3567669987678528,7101340.0,124868450.0,0.2491954155266284,,,,-0.0798799991607666,0.0,0.0798799991607666,,,,,0.0
13,Chainlink,LINK,2017-10-03 23:59:59,0.3672539889812469,0.2958169877529144,0.3672539889812469,0.345535010099411,8211990.0,120937250.0,0.2640168916147488,,,,-0.0112319886684417,0.0,0.0112319886684417,,,,,0.0
14,Chainlink,LINK,2017-10-04 23:59:59,0.3986949920654297,0.336883008480072,0.3431859910488128,0.397361010313034,7604930.0,139076350.0,0.284531371414485,,,,0.0518260002136229,0.0518260002136229,0.0,,,,,0.0
15,Chainlink,LINK,2017-10-05 23:59:59,0.4179059863090515,0.378042995929718,0.3970299959182739,0.4065380096435547,6291110.0,142288300.0,0.3033016234497265,,,,0.0091769993305206,0.0091769993305206,0.0,0.0266023586903299,0.0103394293359347,2.5729039607508355,72.01156227580623,0.0
16,Chainlink,LINK,2017-10-06 23:59:59,0.4850499927997589,0.4043419957160949,0.4063189923763275,0.4757649898529053,12167500.0,166517750.0,0.3298344490502155,,,,0.0692269802093505,0.0692269802093505,0.0,0.0296469745131171,0.0096008986690822,3.087937445750688,75.53778615082587,0.0
17,Chainlink,LINK,2017-10-07 23:59:59,0.4761709868907928,0.4237770140171051,0.472245991230011,0.4636569917201996,7408570.0,162279950.0,0.3504225325379053,,,,-0.0121079981327056,0.0,0.0121079981327056,0.0275293334764658,0.0097799772021982,2.814866835300819,73.78676522214319,0.0
18,Chainlink,LINK,2017-10-08 23:59:59,0.4734170138835907,0.3580789864063263,0.4624859988689422,0.3971369862556457,7203350.0,138997950.0,0.3576093715714039,,,,-0.0665200054645538,0.0,0.0665200054645538,0.0255629525138611,0.013832836363795,1.8479906681154403,64.88752539832879,0.0
19,Chainlink,LINK,2017-10-09 23:59:59,0.4395599961280823,0.3571630120277405,0.4045059978961944,0.3805890083312988,6781680.0,133206150.0,0.3611447003036954,,,,-0.0165479779243469,0.0,0.0165479779243469,0.0237370273342996,0.0140267750466916,1.6922654890582518,62.85656061543181,0.0
20,Chainlink,LINK,2017-10-10 23:59:59,0.4330599904060364,0.3602510094642639,0.3803989887237549,0.4074690043926239,7138890.0,142614150.0,0.3682715163173767,,,,0.0268799960613251,0.0268799960613251,0.0,0.0239615251005157,0.0130248625433565,1.8396758522981616,64.78471304424778,0.0
21,Chainlink,LINK,2017-10-11 23:59:59,0.4541110098361969,0.4087870121002197,0.41634601354599,0.4504629969596863,5477860.0,157662050.0,0.3809163594931166,,,,0.0429939925670623,0.0429939925670623,0.0,0.0253209870624119,0.012094515218831,2.0935925586324813,67.67512265926678,0.0
22,Chainlink,LINK,2017-10-12 23:59:59,0.4757649898529053,0.423020988702774,0.4528859853744507,0.4440110027790069,8959280.0,155403850.0,0.3906232276909459,,,,-0.0064519941806793,0.0,0.0064519941806793,0.0235123451293825,0.0116914780018201,2.011066960543568,66.78918094138044,0.0
23,Chainlink,LINK,2017-10-13 23:59:59,0.4737899899482727,0.4140819907188415,0.4416359961032867,0.4346030056476593,7521630.0,152111050.0,0.3973893473765941,,,,-0.0094079971313476,0.0,0.0094079971313476,0.0218328919058552,0.0115283722253578,1.893839952342227,65.4438387585804,0.0
24,Chainlink,LINK,2017-10-14 23:59:59,0.4593679904937744,0.3892059922218323,0.4348480105400085,0.3918600082397461,4219350.0,137151000.0,0.3965386798170791,,,,-0.0427429974079132,0.0,0.0427429974079132,0.0202733996268655,0.0137579883098261,1.4735729650523146,59.57265000352029,0.0
25,Chainlink,LINK,2017-10-15 23:59:59,0.4236960113048553,0.3707199990749359,0.3911339938640594,0.4135160148143768,5135330.0,144730600.0,0.399150577508971,,,,0.0216560065746306,0.0216560065746306,0.0,0.0203721572659916,0.0127752748591242,1.59465510453903,61.45923216343387,0.0
26,Chainlink,LINK,2017-10-16 23:59:59,0.5277220010757446,0.3894979953765869,0.4155249893665313,0.4238069951534271,12123000.0,148332450.0,0.402943872531195,0.3393329238662353,0.0636109486649597,,0.0102909803390503,0.0102909803390503,0.0,0.0196520731997815,0.0118627552263296,1.6566196321882538,62.35817924840443,0.0
27,Chainlink,LINK,2017-10-17 23:59:59,0.4223830103874206,0.3591830134391784,0.4223830103874206,0.4008480012416839,6321060.0,140296800.0,0.4026214307943471,0.3438895962644167,0.0587318345299304,,-0.0229589939117432,0.0,0.0229589939117432,0.0182483536855114,0.0126553437038591,1.4419484853616935,59.04909517975016,0.0
28,Chainlink,LINK,2017-10-18 23:59:59,0.4027310013771057,0.3257899880409241,0.4027310013771057,0.3662289977073669,5336930.0,128180150.0,0.3970225949348117,0.3455443667416722,0.0514782281931395,,-0.034619003534317,0.0,0.034619003534317,0.016944899850832,0.0142241765488918,1.1912745734410954,54.36445929139599,42.11756460190743
29,Chainlink,LINK,2017-10-19 23:59:59,0.3772650063037872,0.2939209938049316,0.3678080141544342,0.3000000119209289,5812480.0,105000000.0,0.3820960437019067,0.3421707108290245,0.0399253328728821,,-0.0662289857864379,0.0,0.0662289857864379,0.0157345498614868,0.0179388057801451,0.8771235975419284,46.72700288305531,40.26639399129399
