SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,12-period-EMA,26-period-EMA,MACD,Signal,change,gain,loss,avg-gain,avg-loss,RS,RSI,adx,cci
1,Ethereum,ETH,2015-08-08 23:59:59,2.7988100051879883,0.7147250175476074,2.793760061264038,0.7533249855041504,674188.0,45486894.2408,,,,,0.0,0.0,0.0,,,,,0.0,
2,Ethereum,ETH,2015-08-09 23:59:59,0.8798099756240845,0.629190981388092,0.7061359882354736,0.7018970251083374,532170.0,42399573.4991,,,,,-0.0514279603958129,0.0,0.0514279603958129,,,,,0.0,
3,Ethereum,ETH,2015-08-10 23:59:59,0.7298539876937866,0.6365460157394409,0.7139890193939209,0.7084479928016663,405283.0,42818364.3945,,,,,0.0065509676933288,0.0065509676933288,0.0,,,,,0.0,
4,Ethereum,ETH,2015-08-11 23:59:59,1.131410002708435,0.6632350087165833,0.7080870270729065,1.0678600072860718,1463100.0,64569288.4328,,,,,0.3594120144844055,0.3594120144844055,0.0,,,,,0.0,
5,Ethereum,ETH,2015-08-12 23:59:59,1.2899399995803833,0.8836079835891724,1.058750033378601,1.2174400091171265,2150620.0,73645010.9863,,,,,0.1495800018310547,0.1495800018310547,0.0,,,,,0.0,
6,Ethereum,ETH,2015-08-13 23:59:59,1.965070009231568,1.1719900369644165,1.222239971160889,1.827669978141785,4068680.0,110607191.674,,,,,0.6102299690246584,0.6102299690246584,0.0,,,,,0.0,
7,Ethereum,ETH,2015-08-14 23:59:59,2.2618799209594727,1.7547500133514404,1.810920000076294,1.8278700113296509,4637030.0,110672321.811,,,,,0.0002000331878659,0.0002000331878659,0.0,,,,,0.0,
8,Ethereum,ETH,2015-08-15 23:59:59,1.8772399425506592,1.5709799528121948,1.802889943122864,1.6888999938964844,2554360.0,102303608.467,,,,,-0.1389700174331665,0.0,0.1389700174331665,,,,,0.0,
9,Ethereum,ETH,2015-08-16 23:59:59,1.6952400207519531,1.0898100137710571,1.6843500137329102,1.5660300254821775,3550790.0,94901005.3503,,,,,-0.1228699684143068,0.0,0.1228699684143068,,,,,0.0,
10,Ethereum,ETH,2015-08-17 23:59:59,1.58118999004364,1.1853400468826294,1.58118999004364,1.2036099433898926,1942830.0,87295366.5007,,,,,-0.3624200820922849,0.0,0.3624200820922849,,,,,0.0,
11,Ethereum,ETH,2015-08-18 23:59:59,1.3311599493026731,1.087049961090088,1.2152999639511108,1.087049961090088,1485680.0,78868413.078,,,,,-0.1165599822998046,0.0,0.1165599822998046,,,,,0.0,
12,Ethereum,ETH,2015-08-19 23:59:59,1.317989945411682,1.1669299602508545,1.1669299602508545,1.2588599920272827,1486240.0,91366391.4393,1.2424133270978928,,,,0.1718100309371948,0.1718100309371948,0.0,,,,,0.0,
13,Ethereum,ETH,2015-08-20 23:59:59,1.5333000421524048,1.248329997062683,1.2511800527572632,1.4649200439453125,2843760.0,106351420.178,1.2766451296898034,,,,0.2060600519180297,0.2060600519180297,0.0,,,,,0.0,
14,Ethereum,ETH,2015-08-21 23:59:59,1.5564199686050415,1.3528000116348269,1.477519989013672,1.3952900171279907,2020970.0,101331855.597,1.2948981892956783,,,,-0.0696300268173217,0.0,0.0696300268173217,,,,,0.0,
15,Ethereum,ETH,2015-08-22 23:59:59,1.4764100313186646,1.352679967880249,1.396289944648743,1.37923002243042,948310.0,100201825.662,1.307872317470254,,,,-0.0160599946975708,0.0,0.0160599946975708,0.1074173620768955,0.0615627169609069,1.744844402255782,63.56806239442298,0.0,
16,Ethereum,ETH,2015-08-23 23:59:59,1.4097000360488892,1.2977700233459473,1.375,1.3525899648666382,1589300.0,98300351.3461,1.314751955531236,,,,-0.0266400575637817,0.0,0.0266400575637817,0.0997446933571173,0.0590682412896837,1.6886348937993136,62.806404011706526,0.0,
17,Ethereum,ETH,2015-08-24 23:59:59,1.362779974937439,1.2312699556350708,1.3455899953842163,1.2312699556350708,924920.0,89515256.5525,1.301908570931826,,,,-0.1213200092315673,0.0,0.1213200092315673,0.0926200724030374,0.0635147961426754,1.4582440317525691,59.32055617411325,0.0,
18,Ethereum,ETH,2015-08-25 23:59:59,1.241819977760315,1.1286499500274658,1.2286100387573242,1.1401900053024292,1307180.0,82922632.9052,1.2770287916042269,,,,-0.0910799503326416,0.0,0.0910799503326416,0.0860043529456776,0.0654837357276729,1.3133696785923106,56.773013442084114,0.0,
19,Ethereum,ETH,2015-08-26 23:59:59,1.2024799585342407,1.0618300437927246,1.132789969444275,1.159980058670044,1056750.0,84390923.5384,1.259021294229737,,,,0.0197900533676147,0.0197900533676147,0.0,0.0812747601186731,0.0608063260328392,1.3366168525751705,57.20308193027426,0.0,
20,Ethereum,ETH,2015-08-27 23:59:59,1.188830018043518,1.1372900009155271,1.1698100566864014,1.147699952125549,686662.0,83524585.3858,1.2418949339060157,,,,-0.0122801065444948,0.0,0.0122801065444948,0.0754694201101965,0.0573401674979574,1.3161702067383192,56.82528006401475,0.0,-39.50462377790544
21,Ethereum,ETH,2015-08-28 23:59:59,1.2077900171279907,1.1204999685287476,1.1476600170135498,1.1913800239562988,721872.0,86731076.6374,1.2341234092983668,,,,0.0436800718307497,0.0436800718307497,0.0,0.0731987523759503,0.0532444412481033,1.374767969389814,57.89062287811868,0.0,-31.474393638501535
22,Ethereum,ETH,2015-08-29 23:59:59,1.2072099447250366,1.1494899988174438,1.1935299634933472,1.1825499534606934,375377.0,86113894.6912,1.2261890314771862,,,,-0.0088300704956054,0.0,0.0088300704956054,0.0679702700633824,0.0500719861943535,1.357451046570373,57.581303694309874,0.0,-39.805682871242226
23,Ethereum,ETH,2015-08-30 23:59:59,1.367990016937256,1.170609951019287,1.1829899549484253,1.3192700147628784,1337650.0,96097349.1063,1.240509182751908,,,,0.136720061302185,0.136720061302185,0.0,0.0728809694375826,0.0464954157518996,1.5674872083406393,61.05141257368532,0.0,-16.492184217903386
24,Ethereum,ETH,2015-08-31 23:59:59,1.39614999294281,1.20100998878479,1.3213800191879272,1.358240008354187,1447180.0,98963974.8992,1.258621617459951,,,,0.0389699935913085,0.0389699935913085,0.0,0.0704587568771344,0.0431743146267639,1.631960055098517,62.00550239876004,0.0,-12.02259289652005
25,Ethereum,ETH,2015-09-01 23:59:59,1.39274001121521,1.3366299867630005,1.3534799814224243,1.3516099452972412,778862.0,98507500.0511,1.2729275140503034,,,,-0.0066300630569458,0.0,0.0066300630569458,0.0654259885287677,0.0405640109432055,1.6129072793213646,61.72845443410743,0.0,0.7087712301304104
26,Ethereum,ETH,2015-09-02 23:59:59,1.3549100160598757,1.2646199464797974,1.3515700101852417,1.2947900295257568,883769.0,94389544.2517,1.276290977969604,1.2645373046398165,0.0117536733297876,,-0.0568199157714843,0.0,0.0568199157714843,0.0607527036338557,0.0417251470023683,1.4560213204379464,59.28374107836797,0.0,-18.02275898714833
27,Ethereum,ETH,2015-09-03 23:59:59,1.3099900484085083,1.2110300064086914,1.2951899766921997,1.264930009841919,702991.0,92234142.4838,1.2745431367191908,1.264566393914046,0.0099767428051447,,-0.0298600196838378,0.0,0.0298600196838378,0.056413224802866,0.0408776379081875,1.3800509933957508,57.98409350157475,0.0,-29.67429477611647
28,Ethereum,ETH,2015-09-04 23:59:59,1.3025200366973877,1.2368099689483645,1.264930009841919,1.2744100093841553,474391.0,92953700.9787,1.274522655590724,1.2652955506155357,0.0092271049751881,,0.0094799995422363,0.0094799995422363,0.0,0.0530608515699639,0.0379578066290313,1.3978903493696957,58.296675231089786,24.120088984414743,-11.318023912476228
