SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,12-period-EMA,26-period-EMA,MACD,Signal,change,gain,loss,avg-gain,avg-loss,RS,RSI
1,TRON,TRX,2017-09-14 23:59:59,0.0024788100272417,0.0012984899803996,0.0020060299430042,0.0014268299564719,58769.69921875,0.0,,,,,0.0,0.0,0.0,,,,
2,TRON,TRX,2017-09-15 23:59:59,0.001830660039559,0.001091259997338,0.0014192200032994,0.0018008600454777,26474.80078125,0.0,,,,,0.0003740300890057,0.0003740300890057,0.0,,,,
3,TRON,TRX,2017-09-16 23:59:59,0.0176710002124309,0.0013714199885725,0.0018152199918404,0.0018311199964955,54534.69921875,0.0,,,,,3.025995101780003e-05,3.025995101780003e-05,0.0,,,,
4,TRON,TRX,2017-09-17 23:59:59,0.0038786400109529,0.001781339989975,0.0018356599612161,0.003319920040667,124998.0,0.0,,,,,0.0014888000441714,0.0014888000441714,0.0,,,,
5,TRON,TRX,2017-09-18 23:59:59,0.0034380799625068,0.0025343899615108,0.0033236199524253,0.0032625100575387,159158.0,0.0,,,,,-5.740998312829971e-05,0.0,5.740998312829971e-05,,,,
6,TRON,TRX,2017-09-19 23:59:59,0.0232378002256155,0.0017455200431868,0.0032728700898587,0.0022913101129233,158416.0,0.0,,,,,-0.0009711999446154,0.0,0.0009711999446154,,,,
7,TRON,TRX,2017-09-20 23:59:59,0.0031990299466997,0.0020388399716466,0.0023057200014591,0.0026474099140614,83399.296875,0.0,,,,,0.000356099801138,0.000356099801138,0.0,,,,
8,TRON,TRX,2017-09-21 23:59:59,0.0031731699127703,0.0019350299844518,0.0026381500065326,0.0020792998839169,99852.5,0.0,,,,,-0.0005681100301444,0.0,0.0005681100301444,,,,
9,TRON,TRX,2017-09-22 23:59:59,0.0021721399389207,0.0018523399485275,0.0020788100082427,0.0019509800476953,38829.30078125,0.0,,,,,-0.0001283198362216,0.0,0.0001283198362216,,,,
10,TRON,TRX,2017-09-23 23:59:59,0.0023456800263375,0.0019244600553065,0.0019340600119903,0.0023456800263375,42314.30078125,0.0,,,,,0.0003946999786422,0.0003946999786422,0.0,,,,
11,TRON,TRX,2017-09-24 23:59:59,0.0024268000852316,0.0020863900426775,0.0023457598872482,0.0022460299078375,50022.69921875,0.0,,,,,-9.965011849999992e-05,0.0,9.965011849999992e-05,,,,
12,TRON,TRX,2017-09-25 23:59:59,0.0056559201329946,0.0014653099933639,0.0022507701069116,0.0017767499666661,106284.0,0.0,0.0022482249963407,,,,-0.0004692799411714,0.0,0.0004692799411714,,,,
13,TRON,TRX,2017-09-26 23:59:59,0.0021041200961917,0.0016189999878406,0.0017770000267773,0.0017377999611198,61508.1015625,0.0,0.0021696980678452,,,,-3.895000554630002e-05,0.0,3.895000554630002e-05,,,,
14,TRON,TRX,2017-09-27 23:59:59,0.0034946000669151,0.0016588399885222,0.0017360900528728,0.0025609999429434,35671.1015625,0.0,0.0022298983563218,,,,0.0008231999818236,0.0008231999818236,0.0,,,,
15,TRON,TRX,2017-09-28 23:59:59,0.0034743500873446,0.0018162799533456,0.0025626600254327,0.0029061399400234,69531.796875,29255845.154,0.0023339355230451,,,,0.00034513999708,0.00034513999708,0.0,0.00024764927469990715,0.0001666371328091,1.4861590002488514,59.777311109228926
16,TRON,TRX,2017-09-29 23:59:59,0.0029731199610978,0.0014874000335112,0.0029014800675213,0.0019828900694847,58161.5,19961571.9812,0.0022799285301897,,,,-0.0009232498705387,0.0,0.0009232498705387,0.0002299600407927709,0.0002206808997897857,1.042047775823935,51.029549267204814
17,TRON,TRX,2017-09-30 23:59:59,0.0026211300864815,0.0017627499764785,0.0019833201076835,0.002260599983856,53734.1015625,22757253.1107,0.0022769549076768,,,,0.0002777099143713,0.0002777099143713,0.0,0.00023337074604838013,0.0002049179783762296,1.1388495431079806,53.24589318485247
