open-time,open,high,low,close,volume,close-time,quote-asset-volume,num-of-trades,taker-buy-base-asset-vol,taker-buy-quote-asset-vol,ignore
1580428800000,184.71000000,185.82000000,183.71000000,184.08000000,13526.16409000,1580432399999,2498563.28266250,6272,6575.15413000,1214873.24420900,0
1580432400000,184.09000000,185.10000000,183.20000000,183.99000000,13467.63477000,1580435999999,2480135.58732980,5189,6793.97044000,1251165.14509750,0
1580436000000,183.95000000,184.03000000,181.65000000,183.20000000,18210.03776000,1580439599999,3331070.85900090,7037,8886.29922000,1625633.84459540,0
1580439600000,183.22000000,184.31000000,183.07000000,183.42000000,13358.34410000,1580443199999,2454722.90523510,5204,6691.17225000,1229433.87421130,0
1580443200000,183.42000000,183.67000000,181.70000000,182.29000000,15827.63950000,1580446799999,2892728.98300170,6651,7331.82383000,1340236.03267560,0
1580446800000,182.27000000,182.73000000,180.52000000,181.26000000,18830.26470000,1580450399999,3420467.16062600,6793,8906.10737000,1617762.40644220,0
1580450400000,181.24000000,183.51000000,180.86000000,183.22000000,12884.39216000,1580453999999,2351237.32111590,6456,6577.76427000,1200384.14183600,0
1580454000000,183.16000000,183.26000000,181.78000000,182.48000000,9898.24691000,1580457599999,1803925.60373290,4776,4573.92717000,833640.80815780,0
1580457600000,182.47000000,183.15000000,181.33000000,182.75000000,10769.06119000,1580461199999,1961638.97758170,4941,4277.94149000,779578.29780350,0
1580461200000,182.74000000,183.58000000,181.95000000,182.21000000,12933.95153000,1580464799999,2365630.48091790,5579,6881.17877000,1258741.39991850,0
1580464800000,182.21000000,182.69000000,180.25000000,181.62000000,24593.03829000,1580468399999,4465684.28805000,9057,10714.08967000,1945767.76511740,0
1580468400000,181.62000000,181.62000000,180.44000000,180.90000000,14607.79198000,1580471999999,2642809.62480680,6109,6866.00981000,1242008.67168860,0
1580472000000,180.86000000,180.88000000,176.50000000,178.01000000,50417.38271000,1580475599999,9007474.82837980,14621,20464.54390000,3658419.16270340,0
1580475600000,178.01000000,178.87000000,175.22000000,178.23000000,34355.56660000,1580479199999,6083231.26796130,12460,16093.32672000,2850374.09421610,0
1580479200000,178.28000000,178.95000000,176.36000000,177.93000000,16454.06275000,1580482799999,2925737.33193160,7665,7929.92740000,1409930.85881130,0
1580482800000,177.90000000,180.05000000,177.73000000,180.04000000,16194.46569000,1580486399999,2896097.21891000,6487,8922.21434000,1595634.56411610,0
1580486400000,180.01000000,180.63000000,177.53000000,178.48000000,22298.20605000,1580489999999,3999453.22362530,8962,10399.59647000,1865867.59130420,0
1580490000000,178.49000000,178.97000000,177.90000000,178.43000000,10234.72677000,1580493599999,1826363.34608960,4818,5403.95526000,964344.66706810,0
1580493600000,178.42000000,179.49000000,178.27000000,179.47000000,8830.98685000,1580497199999,1580251.41737400,4500,4516.38039000,808054.90834160,0
1580497200000,179.47000000,179.95000000,179.05000000,179.41000000,8042.88543000,1580500799999,1443718.73063490,3503,3796.97745000,681474.76055180,0
1580500800000,179.41000000,180.91000000,179.21000000,180.50000000,14070.27204000,1580504399999,2535489.91455330,5449,7248.81397000,1306275.19102230,0
1580504400000,180.49000000,181.20000000,180.15000000,180.95000000,6823.94720000,1580507999999,1233207.27236510,4109,3305.63788000,597392.32521070,0
1580508000000,181.01000000,182.44000000,180.68000000,181.88000000,8290.36991000,1580511599999,1505897.26601870,4806,4357.61468000,791706.99580000,0
1580511600000,181.89000000,182.00000000,179.25000000,179.99000000,10677.09467000,1580515199999,1927515.39073440,6153,5275.45217000,952637.20521270,0
1580515200000,179.94000000,181.47000000,179.23000000,181.09000000,9973.42550000,1580518799999,1799057.65630960,5355,4594.66476000,828750.73862970,0
1580518800000,181.09000000,183.86000000,181.06000000,183.76000000,17178.44923000,1580522399999,3134500.11332970,7908,8817.74278000,1609307.22931800,0
1580522400000,183.75000000,184.28000000,182.70000000,183.88000000,16518.90154000,1580525999999,3034354.71268150,6922,7981.82629000,1466119.48872940,0
1580526000000,183.84000000,184.06000000,182.54000000,183.51000000,10981.05291000,1580529599999,2011639.32623740,4492,5501.70800000,1007615.85514450,0
1580529600000,183.46000000,183.64000000,181.93000000,181.95000000,7809.54355000,1580533199999,1429389.51930400,3991,4053.92975000,742125.57195060,0
1580533200000,181.95000000,182.36000000,181.46000000,181.51000000,10219.24171000,1580536799999,1858640.93289480,4252,4044.33305000,735961.70063800,0
1580536800000,181.48000000,182.49000000,181.48000000,182.07000000,7219.40532000,1580540399999,1313528.78758950,3908,4054.34676000,737724.75061650,0
1580540400000,182.08000000,183.94000000,182.08000000,183.13000000,13444.16044000,1580543999999,2463173.31540180,5650,7188.98963000,1317158.54534290,0
1580544000000,183.13000000,183.32000000,180.41000000,181.19000000,19200.83729000,1580547599999,3482779.63454220,7706,9327.80925000,1691239.08933720,0
1580547600000,181.19000000,181.64000000,180.64000000,181.34000000,12450.36289000,1580551199999,2256538.37273980,5066,5073.44551000,919539.30390260,0
1580551200000,181.32000000,181.98000000,180.86000000,181.32000000,7401.63733000,1580554799999,1342518.10586180,4171,3444.18044000,624767.28594790,0
1580554800000,181.35000000,181.35000000,179.80000000,180.94000000,17605.34051000,1580558399999,3176652.16249850,7484,7714.31311000,1392255.32342610,0
1580558400000,180.92000000,181.23000000,179.81000000,180.08000000,8546.40615000,1580561999999,1540808.23713520,4412,3319.89658000,598606.20247890,0
1580562000000,180.07000000,182.53000000,180.01000000,181.94000000,16713.65545000,1580565599999,3036583.51607160,7218,8582.70708000,1559172.98260400,0
1580565600000,181.94000000,182.25000000,180.68000000,181.87000000,7354.46620000,1580569199999,1334182.87808980,4674,3474.39646000,630225.75158750,0
1580569200000,181.85000000,182.65000000,181.30000000,181.48000000,10540.91343000,1580572799999,1919171.19926250,5608,5146.46797000,937014.04757200,0
1580572800000,181.48000000,183.60000000,181.32000000,183.50000000,12820.11277000,1580576399999,2342413.12044150,6260,6162.54948000,1126315.53695300,0
1580576400000,183.47000000,183.90000000,182.83000000,182.94000000,11529.96498000,1580579999999,2114812.64495320,5555,4970.85623000,911748.77746750,0
1580580000000,182.93000000,183.85000000,182.66000000,183.40000000,11837.37630000,1580583599999,2170667.62559770,5225,4592.40633000,842071.92728640,0
1580583600000,183.41000000,183.45000000,182.27000000,182.81000000,4882.79881000,1580587199999,892624.70740530,3380,2118.85253000,387361.06970760,0
1580587200000,182.81000000,183.58000000,182.23000000,183.40000000,4731.45172000,1580590799999,866271.89448930,3820,2759.55510000,505211.91413750,0
1580590800000,183.37000000,183.70000000,182.37000000,182.79000000,5759.24443000,1580594399999,1053948.32634810,3768,2965.09634000,542628.98836400,0
1580594400000,182.79000000,183.62000000,182.66000000,183.06000000,4356.85020000,1580597999999,797873.27221320,3059,2790.50022000,511018.39834170,0
1580598000000,183.07000000,184.19000000,182.96000000,183.60000000,10294.53036000,1580601599999,1891048.00538430,4265,6864.21344000,1260997.56657270,0
1580601600000,183.63000000,183.68000000,181.25000000,181.56000000,11621.12422000,1580605199999,2120576.19770330,6661,4595.37338000,838061.01214340,0
1580605200000,181.62000000,182.26000000,181.06000000,181.95000000,8516.01362000,1580608799999,1547274.04036250,4475,4089.12959000,742746.68748670,0
1580608800000,181.99000000,181.99000000,179.81000000,180.52000000,19825.08272000,1580612399999,3580665.10855040,7801,9374.34078000,1693672.45621930,0
1580612400000,180.55000000,181.12000000,180.04000000,180.58000000,8811.27277000,1580615999999,1590613.06988450,4934,4008.28105000,723721.69023390,0
1580616000000,180.58000000,182.18000000,179.10000000,181.85000000,21421.81738000,1580619599999,3870859.25866540,8016,11865.03731000,2145415.26128250,0
1580619600000,181.86000000,182.24000000,181.33000000,181.92000000,10035.91850000,1580623199999,1824459.35668350,4893,5040.14806000,916232.08212890,0
1580623200000,181.92000000,187.19000000,181.47000000,186.04000000,52071.59754000,1580626799999,9637585.04556920,19588,26380.18781000,4877215.40871510,0
1580626800000,186.04000000,188.02000000,185.93000000,187.17000000,44635.30332000,1580630399999,8346330.27717540,16085,22266.11533000,4165403.80441530,0
1580630400000,187.17000000,187.60000000,186.26000000,187.30000000,21476.65228000,1580633999999,4014860.99899630,8553,11854.93678000,2216355.84403320,0
1580634000000,187.34000000,188.97000000,186.80000000,188.83000000,26187.40716000,1580637599999,4919818.80120610,10659,14830.05563000,2786010.10139320,0
1580637600000,188.83000000,191.88000000,188.82000000,190.77000000,52031.13715000,1580641199999,9913043.39663570,17093,26111.65611000,4974125.58033400,0
1580641200000,190.83000000,192.25000000,190.17000000,191.71000000,25780.48207000,1580644799999,4929235.56136260,9738,12985.31193000,2482999.55407260,0
1580644800000,191.76000000,193.43000000,190.31000000,191.05000000,42087.69323000,1580648399999,8075088.99875120,15606,20472.03031000,3929888.87047490,0
1580648400000,191.02000000,191.56000000,190.19000000,190.74000000,21507.36688000,1580651999999,4105746.73959600,8548,9467.04800000,1806912.77036190,0
1580652000000,190.75000000,192.12000000,189.48000000,191.58000000,35432.12440000,1580655599999,6761795.12503280,10430,19056.47179000,3637762.19482730,0
1580655600000,191.55000000,193.32000000,190.90000000,192.49000000,21510.89851000,1580659199999,4129705.51489560,8049,11982.05844000,2301069.81400330,0
1580659200000,192.47000000,193.23000000,191.19000000,191.21000000,22324.80323000,1580662799999,4290453.95428380,9399,12136.84921000,2333007.96160490,0
1580662800000,191.23000000,191.93000000,190.36000000,191.12000000,13811.48610000,1580666399999,2641744.58427250,8052,6352.99968000,1215238.65111890,0
1580666400000,191.12000000,192.00000000,191.00000000,191.60000000,9669.84119000,1580669999999,1852361.49105150,4714,5915.38680000,1133311.72160540,0
1580670000000,191.60000000,192.50000000,191.32000000,191.50000000,12729.37855000,1580673599999,2443023.61951220,5821,5724.04357000,1098770.01072560,0
1580673600000,191.56000000,192.39000000,191.10000000,192.23000000,11069.23408000,1580677199999,2121246.74724670,6572,6742.49696000,1292003.03869200,0
1580677200000,192.23000000,192.50000000,191.48000000,191.50000000,7460.48116000,1580680799999,1432576.14650190,5098,3518.32579000,675557.76101370,0
1580680800000,191.53000000,191.56000000,188.82000000,189.18000000,29557.73141000,1580684399999,5607791.09954970,12145,13615.99507000,2583340.49974410,0
1580684400000,189.20000000,189.80000000,188.04000000,188.44000000,23046.28872000,1580687999999,4348758.42529630,9495,11863.75498000,2238805.02718540,0
1580688000000,188.48000000,192.00000000,187.21000000,191.72000000,30782.97589000,1580691599999,5844810.66625260,13609,15242.61057000,2894278.13270310,0
1580691600000,191.71000000,195.19000000,191.05000000,192.23000000,51996.92178000,1580695199999,10065001.85296370,16669,28013.09625000,5422509.14603340,0
1580695200000,192.23000000,192.43000000,189.00000000,190.38000000,39010.36272000,1580698799999,7438521.07138810,13536,19326.38376000,3685715.95855110,0
1580698800000,190.38000000,191.64000000,189.65000000,191.39000000,15889.53348000,1580702399999,3028279.30098510,7623,7907.56394000,1507081.44054810,0
1580702400000,191.39000000,191.89000000,190.51000000,190.90000000,8699.70012000,1580705999999,1663415.03319360,5059,4336.80039000,829483.66016840,0
1580706000000,190.89000000,192.11000000,190.61000000,191.25000000,12571.20108000,1580709599999,2407273.60867450,5493,6156.05913000,1179008.33687070,0
1580709600000,191.31000000,191.75000000,190.90000000,191.09000000,8749.55561000,1580713199999,1674210.93101770,4994,5081.67075000,972575.04213660,0
1580713200000,191.08000000,191.10000000,189.50000000,190.04000000,15699.75775000,1580716799999,2988597.53270300,7270,7874.76907000,1499042.21830490,0
1580716800000,190.04000000,190.81000000,189.70000000,190.09000000,10450.91619000,1580720399999,1987898.58509010,6559,5386.82797000,1024691.28498480,0
1580720400000,190.09000000,190.17000000,188.70000000,188.90000000,14960.23506000,1580723999999,2833323.99680360,6973,6521.98734000,1235664.00868630,0
1580724000000,188.94000000,189.05000000,187.70000000,187.98000000,19557.17284000,1580727599999,3684584.09903180,9267,9646.30394000,1817307.80378060,0
1580727600000,187.98000000,190.68000000,187.68000000,189.84000000,14663.24098000,1580731199999,2779289.95316570,6982,7344.20121000,1392276.51642530,0
1580731200000,189.84000000,191.50000000,189.27000000,189.93000000,14408.53051000,1580734799999,2740822.38437330,6503,8096.52937000,1540982.32400090,0
