open-time,open,high,low,close,volume,close-time,quote-asset-volume,num-of-trades,taker-buy-base-asset-vol,taker-buy-quote-asset-vol,ignore,open-usd,high-usd,low-usd,close-usd
1580652000.0,4.2504,4.291,4.2066,4.2798,641472.94,1580655599999,2721692.389288,3958,285353.96,1209681.439937,0,4.24699968,4.289283600000001,4.2019727399999995,4.27723212
1580655600.0,4.2811,4.3133,4.262,4.2869,277351.08,1580659199999,1188184.076883,2735,121036.91,518480.574551,0,4.27895945,4.31157468,4.258590399999999,4.28475655
1580659200.0,4.2862,4.3181,4.2674,4.2825,425023.95,1580662799999,1824464.784576,3802,204372.01,877074.333003,0,4.2844855200000005,4.31680457,4.2627058600000005,4.2803587499999995
1580662800.0,4.2849,4.2979,4.2567,4.2646,257875.4,1580666399999,1102615.642604,2227,109666.1,468840.477138,0,4.28275755,4.296180840000001,4.2524433,4.2624677
1580666400.0,4.2655,4.3,4.2623,4.2928,136430.61,1580669999999,584567.827695,1235,69559.71,298075.502822,0,4.263367250000001,4.29871,4.25846393,4.290224319999999
1580670000.0,4.2931,4.3141,4.2643,4.2649,238343.03,1580673599999,1022832.974337,1947,129490.94,555905.97078,0,4.29052414,4.31280577,4.260888560000001,4.26362053
1580673600.0,4.2648,4.285,4.2549,4.2777,155409.03,1580677199999,663467.509595,1602,73902.47,315624.511166,0,4.26352056,4.285,4.25234706,4.275561150000001
1580677200.0,4.2779,4.2996,4.2685,4.29,142538.96,1580680799999,610494.465019,1040,64993.47,278345.762736,0,4.27576105,4.2996,4.263804650000001,4.286568
1580680800.0,4.2908,4.2917,4.2158,4.2189,244412.22,1580684399999,1037958.283141,2362,134037.94,568603.43633,0,4.28908368,4.29084166,4.21200578,4.21679055
1580684400.0,4.217,4.2594,4.1953,4.2145,453357.82,1580687999999,1911346.168599,4032,209541.24,883494.580405,0,4.2132046999999995,4.2576962400000005,4.1898461099999995,4.20902115
1580688000.0,4.2146,4.2966,4.1832,4.2833,535185.4,1580691599999,2270275.460926,4346,282860.69,1200392.722191,0,4.20912102,4.29101442,4.17608856,4.27601839
1580691600.0,4.2804,4.3756,4.2659,4.3175,770682.23,1580695199999,3340178.186248,6507,423662.43,1836198.934612,0,4.27440744,4.3756,4.25864797,4.3175
1580695200.0,4.3173,4.3242,4.243,4.2724,927084.3,1580698799999,3970245.184175,6145,435866.64,1866757.988679,0,4.3173,4.3242,4.2357869,4.2672731200000005
1580698800.0,4.2742,4.3032,4.2694,4.2801,303406.19,1580702399999,1301092.30691,2522,160029.77,686445.006312,0,4.2699258,4.2997574400000005,4.26384978,4.27453587
1580702400.0,4.2792,4.2904,4.2527,4.2655,179009.93,1580705999999,764337.249384,1680,76916.72,328287.664621,0,4.273209120000001,4.2843934400000006,4.24376933,4.2582486500000005
1580706000.0,4.2667,4.2912,4.2614,4.2692,235988.85,1580709599999,1008906.457305,2128,125250.25,535376.2585,0,4.25987328,4.2847632,4.25245106,4.2610885199999995
1580709600.0,4.2698,4.2823,4.2593,4.2691,133983.64,1580713199999,572168.309576,1404,68345.02,291856.50917,0,4.26168738,4.27716124,4.25035547,4.26397708
1580713200.0,4.2694,4.2737,4.2284,4.249,543660.78,1580716799999,2309367.861606,3692,310101.86,1316644.300395,0,4.26256896,4.2694263,4.22036604,4.2409269
1580716800.0,4.2491,4.266,4.2378,4.2562,259414.04,1580720399999,1103284.631394,2630,127151.94,540837.637771,0,4.2406018,4.2600276,4.22847684,4.24683636
1580720400.0,4.2551,4.2576,4.2158,4.2238,283992.11,1580723999999,1203175.509009,2528,147444.51,624707.490594,0,4.24531327,4.2490848,4.20568208,4.21366288
1580724000.0,4.2224,4.2385,4.2015,4.2167,257976.24,1580727599999,1088034.624836,2879,130491.77,550312.642047,0,4.212266240000001,4.23044685,4.19099625,4.2082666
1580727600.0,4.2192,4.2754,4.211,4.2584,331818.83,1580731199999,1411002.564664,3353,171577.07,729665.3922,0,4.21118352,4.269841980000001,4.200472500000001,4.2520124
1580731200.0,4.2573,4.2719,4.2418,4.2621,218614.62,1580734799999,931139.73091,2475,128011.86,545239.90696,0,4.25091405,4.2676281,4.2354373,4.25570685
1580734800.0,4.2621,4.2641,4.2,4.213,314149.88,1580738399999,1326717.140237,3036,142784.64,603436.21292,0,4.25570685,4.261115129999999,4.193700000000001,4.2066805
1580738400.0,4.2144,4.2554,4.202,4.245,358755.34,1580741999999,1516577.637464,3021,214993.27,909220.27175,0,4.208078400000001,4.25157014,4.1948566,4.2377835
1580742000.0,4.245,4.245,4.1377,4.1512,808239.81,1580745599999,3391163.212894,6021,455480.37,1911057.130597,0,4.2377835,4.2403305,4.1273557499999995,4.144973200000001
1580745600.0,4.1492,4.2041,4.1392,4.1624,393312.19,1580749199999,1642504.928391,4407,206733.05,863337.518649,0,4.1429762000000006,4.20073672,4.13174944,4.15532392
1580749200.0,4.1609,4.2048,4.1429,4.1873,332256.8,1580752799999,1387313.713772,3243,185988.61,776922.449666,0,4.153826469999999,4.1984927999999995,4.13254275,4.17934413
1580752800.0,4.1873,4.2005,4.1668,4.1913,122411.65,1580756399999,512284.035977,1163,67572.51,282847.24797,0,4.17850667,4.1946193,4.156799680000001,4.18459392
1580756400.0,4.1913,4.2078,4.1749,4.2078,118250.23,1580759999999,495409.618325,1047,58667.87,245774.17379,0,4.18459392,4.2048545399999995,4.1665502,4.20275064
1580760000.0,4.2068,4.2374,4.1915,4.2157,210209.22,1580763599999,886674.344379,1878,113608.87,479371.954355,0,4.20343456,4.23485756,4.1856319,4.21190587
1580763600.0,4.2156,4.2166,4.1911,4.2068,94128.23,1580767199999,395882.91869,845,56233.43,236493.944327,0,4.21180596,4.214070039999999,4.186070679999999,4.2025932
1580767200.0,4.2065,4.2196,4.1824,4.1827,102816.26,1580770799999,432129.595806,1077,56947.91,239359.594492,0,4.2031348,4.21706824,4.177381120000001,4.178935569999999
1580770800.0,4.1828,4.2171,4.165,4.2027,204386.91,1580774399999,857968.336472,1626,111494.95,468216.809208,0,4.1790354800000005,4.2141480300000005,4.159169,4.1968162200000005
1580774400.0,4.202,4.259,4.2008,4.2381,400541.21,1580777999999,1698407.017894,3148,168477.59,714036.785936,0,4.195697,4.2564446,4.194498800000001,4.23555714
1580778000.0,4.238,4.2529,4.1925,4.1956,199126.0,1580781599999,840581.986463,2182,101872.85,430100.794265,0,4.2354572,4.251198840000001,4.18788825,4.19182396
1580781600.0,4.1962,4.225,4.1962,4.2181,88491.17,1580785199999,372636.807819,1273,47259.98,199023.962989,0,4.19158418,4.2211975,4.189905700000001,4.21346009
1580785200.0,4.2177,4.2189,4.1556,4.1602,320073.86,1580788799999,1337961.809673,2670,171282.35,715914.229674,0,4.21306053,4.215102989999999,4.14978216,4.154791739999999
1580788800.0,4.1601,4.1904,4.1455,4.1533,274233.19,1580792399999,1143331.166753,2322,166646.76,694704.46685,0,4.15510788,4.18662864,4.13928175,4.14707005
1580792400.0,4.1535,4.1657,4.1224,4.1577,488948.48,1580795999999,2025210.954868,3281,298034.45,1234420.556701,0,4.14726975,4.159451450000001,4.11291848,4.1493846
1580796000.0,4.1589,4.174,4.152,4.1678,133453.25,1580799599999,555654.997561,1539,69474.84,289259.169217,0,4.14975042,4.1664868,4.1424504,4.15821406
1580799600.0,4.1687,4.1901,4.1589,4.1674,205180.71,1580803199999,856724.315828,1983,104163.69,434913.573071,0,4.15911199,4.18632891,4.14933453,4.1590652
1580803200.0,4.1696,4.1746,4.138,4.138,150543.75,1580806799999,625776.194505,1726,73743.34,306606.18346,0,4.1612608,4.16666826,4.1284826,4.1284826
1580806800.0,4.1378,4.1573,4.092,4.1055,476675.14,1580810399999,1964902.189482,4092,187541.52,773474.66418,0,4.1291106200000005,4.15064832,4.0813608,4.0948257
1580810400.0,4.1064,4.1275,4.0619,4.0842,437532.98,1580813999999,1789570.585829,4244,180902.88,740065.876668,0,4.09777656,4.1188322500000005,4.05052668,4.07562318
1580814000.0,4.0836,4.1387,4.0666,4.1068,361178.19,1580817599999,1483710.549786,3330,164158.15,674300.053622,0,4.07502444,4.13166421,4.05562018,4.09776504
1580817600.0,4.1079,4.1168,4.0737,4.092,466564.88,1580821199999,1907877.758588,3372,264133.95,1079856.527039,0,4.09886262,4.11103648,4.062293639999999,4.0821792
1580821200.0,4.0922,4.1,4.0669,4.0942,163880.76,1580824799999,668971.308104,1785,89620.76,365835.13129,0,4.08237872,4.09221,4.05632606,4.0864210199999995
1580824800.0,4.0939,4.122,4.0738,4.1102,464772.83,1580828399999,1907867.344509,2827,211416.89,867738.381099,0,4.086121589999999,4.1166414,4.06483764,4.10280164
1580828400.0,4.1092,4.1635,4.1026,4.1571,460110.96,1580831999999,1905649.505508,3692,264787.31,1096454.668867,0,4.10180344,4.1568384,4.09152298,4.14753867
1580832000.0,4.1566,4.1778,4.1375,4.1715,313698.94,1580835599999,1305158.633236,3530,165434.83,688128.369175,0,4.14703982,4.16902662,4.12550125,4.1598198
1580835600.0,4.1714,4.1717,4.1534,4.1619,117173.56,1580839199999,487793.656926,1436,66681.85,277595.25677,0,4.161805780000001,4.16252226,4.1367864,4.15066287
1580839200.0,4.1613,4.1691,4.1401,4.1584,106145.41,1580842799999,441015.406438,1347,52942.59,220026.501756,0,4.150064489999999,4.1691,4.127679700000001,4.14758816
1580842800.0,4.1604,4.1653,4.1408,4.1549,79378.87,1580846399999,329749.092034,836,34272.18,142392.372907,0,4.149999,4.156136340000001,4.12465088,4.14118883
1580846400.0,4.1523,4.169,4.1387,4.169,80220.47,1580849999999,333278.858331,1129,47438.33,197141.444203,0,4.13693649,4.1598282,4.12255907,4.156492999999999
1580850000.0,4.1687,4.243,4.1621,4.2332,354792.12,1580853599999,1495252.600494,3919,192319.46,810155.645278,0,4.1561939,4.2306953,4.1454515999999995,4.21669052
1580853600.0,4.2332,4.2708,4.2244,4.2491,385036.57,1580857199999,1635948.549837,5409,193638.91,822858.539226,0,4.21753716,4.257987600000001,4.2075024,4.235927790000001
1580857200.0,4.2497,4.2567,4.2072,4.2306,209885.99,1580860799999,887860.303169,2652,102780.59,434749.10255,0,4.23482605,4.244355570000001,4.19163336,4.21748514
1580860800.0,4.2307,4.2478,4.2155,4.2365,228654.22,1580864399999,966911.619858,2602,120685.38,510331.748593,0,4.215469479999999,4.2354813799999995,4.198638,4.22421415
1580864400.0,4.2375,4.2491,4.1831,4.1848,275823.78,1580867999999,1161522.186844,3680,118262.06,498491.170879,0,4.2247875,4.23720252,4.166367599999999,4.17140864
1580868000.0,4.184,4.2108,4.1758,4.2091,177534.37,1580871599999,744586.096719,2657,92564.6,388161.167881,0,4.1685192,4.19732544,4.1590967999999995,4.19268451
1580871600.0,4.2093,4.2115,4.1894,4.21,141895.15,1580875199999,596375.808547,1737,70778.78,297528.597334,0,4.19456745,4.19675975,4.1726424,4.195265
1580875200.0,4.2099,4.2475,4.2061,4.2364,323754.34,1580878799999,1367499.676094,3768,210267.48,888361.173083,0,4.195165350000001,4.233058499999999,4.1892756,4.2194544
1580878800.0,4.2374,4.264,4.2293,4.2495,376761.96,1580882399999,1599740.937415,3607,231882.63,984685.144944,0,4.2204504,4.249502400000001,4.21026815,4.23377685
1580882400.0,4.2491,4.2628,4.2214,4.2293,220346.14,1580885999999,935382.602431,2533,112350.78,476945.478805,0,4.2321036,4.25086416,4.2045144,4.216189170000001
1580886000.0,4.2312,4.254,4.2299,4.2382,104767.88,1580889599999,444266.9109,1394,54773.94,232260.456344,0,4.21766016,4.2437904,4.21636432,4.22506158
1580889600.0,4.2388,4.2437,4.2243,4.2375,150276.62,1580893199999,636199.729906,1577,75772.69,320778.860455,0,4.228203000000001,4.23309075,4.20993738,4.22436375
1580893200.0,4.2384,4.286,4.235,4.2777,426239.29,1580896799999,1817397.246499,3869,199491.45,851194.854125,0,4.225260960000001,4.2744278,4.2201775,4.26572244
1580896800.0,4.2774,4.3691,4.2687,4.349,1109344.59,1580900399999,4796581.595407,8377,716938.68,3100474.376936,0,4.26542328,4.359487980000001,4.25418642,4.338562400000001
1580900400.0,4.3489,4.4994,4.3337,4.4727,1254008.82,1580903999999,5531266.474443,10383,725541.11,3199215.410861,0,4.33846264,4.4913010799999995,4.32156564,4.46241279
1580904000.0,4.4731,4.4851,4.4252,4.4471,839107.13,1580907599999,3734862.774826,7114,433799.8,1931253.286568,0,4.4641538,4.4806149,4.41546456,4.4386505099999995
1580907600.0,4.4483,4.4731,4.4155,4.4396,436477.98,1580911199999,1941388.873309,5038,212459.85,944932.911348,0,4.43984823,4.46817959,4.406669,4.43249664
1580911200.0,4.4399,4.4755,4.4305,4.4676,345582.53,1580914799999,1537901.403356,3632,185460.55,825428.267786,0,4.43279616,4.4719196000000005,4.42296815,4.4608986
1580914800.0,4.4689,4.5308,4.4549,4.5038,579782.93,1580918399999,2606754.130905,5729,346463.93,1557926.878095,0,4.46219665,4.52762844,4.44777216,4.49839544
1580918400.0,4.5039,4.5342,4.4511,4.4925,767271.44,1580921999999,3448363.279926,6942,364199.31,1636738.428997,0,4.49849532,4.5342,4.44397824,4.490703
1580922000.0,4.4923,4.5063,4.4757,4.4849,189094.41,1580925599999,848689.854988,2310,108623.48,487599.467532,0,4.49095231,4.50675063,4.473014579999999,4.48534849
1580925600.0,4.4855,4.51,4.456,4.4753,447648.75,1580929199999,2006586.930965,5262,229191.85,1027848.682809,0,4.48594855,4.516314,4.453772000000001,4.47888024
1580929200.0,4.4757,4.4834,4.4425,4.4503,183058.04,1580932799999,817545.93297,2069,85580.21,382318.360126,0,4.48196598,4.4901251,4.444277,4.45208012
1580932800.0,4.4511,4.4738,4.4411,4.469,170668.84,1580936399999,760814.223496,1831,81211.58,362012.784957,0,4.45288044,4.478273799999999,4.44154411,4.4694469
1580936400.0,4.4694,4.5578,4.4572,4.5555,312717.22,1580939999999,1408211.312169,2755,202020.98,910924.130983,0,4.46984694,4.56099046,4.45675428,4.5555
1580940000.0,4.5504,4.5899,4.4936,4.507,505309.83,1580943599999,2292682.231417,4948,224524.72,1019517.927358,0,4.5504,4.59265394,4.4904544799999995,4.5038450999999995
1580943600.0,4.5062,4.5386,4.4974,4.5284,258593.6,1580947199999,1168096.86782,3529,150973.43,682078.127592,0,4.50304566,4.538146139999999,4.4929026,4.525230120000001
1580947200.0,4.5282,4.5487,4.4566,4.4712,347335.2,1580950799999,1559350.292669,4364,180798.82,812012.613413,0,4.525030259999999,4.55006461,4.4521434,4.4694115199999995
1580950800.0,4.4715,4.5041,4.4641,4.5013,266737.85,1580954399999,1196417.196314,2869,149454.71,670351.724524,0,4.4697114000000004,4.50319918,4.46008231,4.497698959999999
1580954400.0,4.5021,4.5036,4.4689,4.4874,196511.52,1580957999999,880982.498956,1935,102764.49,460669.713862,0,4.4998489500000005,4.50269928,4.46398421,4.48246386
1580958000.0,4.4872,4.5581,4.478,4.5565,319169.71,1580961599999,1442166.746282,3436,159739.46,722091.070797,0,4.482264079999999,4.556732569999999,4.471283,4.54966525
1580961600.0,4.5586,4.5741,4.5264,4.5504,343859.87,1580965199999,1564661.485789,3678,147926.39,673110.381629,0,4.5517621,4.57181295,4.5196104,4.5481248
1580965200.0,4.5501,4.5726,4.535,4.5449,285904.42,1580968799999,1301641.820788,3063,148707.19,677162.581965,0,4.545549899999999,4.570770960000001,4.5291045,4.54126408
1580968800.0,4.5449,4.5625,4.5203,4.5426,285906.62,1580972399999,1297868.862917,2699,136776.55,620843.873555,0,4.54126408,4.560218750000001,4.51306752,4.53851166
1580972400.0,4.5432,4.6382,4.5351,4.5763,636548.3,1580975999999,2917189.465512,6134,337100.43,1544084.884089,0,4.539111119999999,4.6349532600000005,4.5269368199999995,4.57035081
1580976000.0,4.5765,4.6162,4.56,4.6009,427617.08,1580979599999,1962684.998964,4703,199527.5,915983.908442,0,4.57055055,4.61204542,4.5485999999999995,4.59261838
1580979600.0,4.6008,4.6008,4.547,4.5919,349084.54,1580983199999,1597140.778833,3999,176216.77,806127.815638,0,4.592518559999999,4.592518559999999,4.5360872,4.5827162
1580983200.0,4.593,4.6299,4.5693,4.6202,425142.07,1580986799999,1958514.969466,3824,239579.89,1103890.843031,0,4.5819768000000005,4.62202917,4.5583336800000005,4.610959599999999
1580986800.0,4.6203,4.6237,4.5825,4.5995,246103.58,1580990399999,1131866.038009,2373,124917.34,574552.179547,0,4.61013534,4.61537734,4.571502,4.5893811
1580990400.0,4.5989,4.64,4.5989,4.634,498115.75,1580993999999,2303606.725869,4104,229833.38,1063214.384892,0,4.58924231,4.63768,4.58924231,4.629366
1580994000.0,4.6347,4.6755,4.4349,4.5163,1380894.25,1580997599999,6285979.177012,11913,666912.52,3037835.047374,0,4.630065299999999,4.6755,4.42869114,4.51539674
1580997600.0,4.5145,4.6077,4.4853,4.588,874328.68,1581001199999,3985238.080432,7914,464043.37,2117353.332494,0,4.5135971,4.608621540000001,4.47767499,4.5852471999999995
1581001200.0,4.5918,4.595,4.5232,4.5533,394346.47,1581004799999,1797141.425996,5114,180124.97,821002.91657,0,4.58904492,4.5945405,4.51686752,4.54920203
