ds,open,high,low,close,macd,rsi,adx,cci
1580428800.0,0.05605579,0.05612132,0.0557937899999999,0.056088858,,,0.0,
1580429700.0,0.056105715,0.0563154,0.056053296,0.05617561,,,0.0,
1580430600.0,0.056188678,0.05672048,0.056171791,0.0563384079999999,,,0.0,
1580431500.0,0.056360984,0.0564135299999999,0.056123163,0.05615564,,,0.0,
1580432400.0,0.056125685,0.05652342,0.056073258,0.056439552,,,0.0,
1580433300.0,0.0564338989999999,0.05657069,0.056328426,0.05634839,,,0.0,
1580434200.0,0.0563596799999999,0.056380956,0.056013372,0.056131306,,,0.0,
1580435100.0,0.056151278,0.056311054,0.056058912,0.056231166,,,0.0,
1580436000.0,0.0562398719999999,0.05627367,0.0554112,0.055666375,,,0.0,
1580436900.0,0.055666375,0.055718642,0.055136109,0.05523702,,,0.0,
1580437800.0,0.05521705,0.055546555,0.0551061599999999,0.055351296,,,0.0,
1580438700.0,0.055365718,0.05546112,0.0551350439999999,0.055290298,,,0.0,
1580439600.0,0.055290298,0.0557095419999999,0.055234854,0.055664037,,,0.0,
1580440500.0,0.055664037,0.055831726,0.05539455,0.055484379,,,0.0,
1580441400.0,0.0554888,0.05575624,0.055263702,0.055443324,,39.38450093830496,0.0,
1580442300.0,0.0553934289999999,0.055469974,0.055064122,0.055133975,,35.25886482580391,0.0,
1580443200.0,0.055104038,0.0553302259999999,0.0549268179999999,0.055102971,,34.864675467835696,0.0,
1580444100.0,0.0550963759999999,0.055547526,0.055080879,0.055320231,,39.9325138534846,0.0,
1580445000.0,0.055315804,0.055517592,0.054731824,0.05495123,,34.95765344426225,0.0,
1580445900.0,0.05495674,0.0550486259999999,0.0544680139999999,0.054578696,,30.787502592168664,0.0,-144.8453114374081
1580446800.0,0.054589638,0.05472034,0.054464443,0.0546105599999999,,31.539760853683944,0.0,-141.51909755788907
1580447700.0,0.05456872,0.0546405,0.054259464,0.054304811,,28.355100825858926,0.0,-153.0479375983005
1580448600.0,0.054316602,0.0544762979999999,0.053706978,0.054136075,,26.749813324877792,0.0,-173.44782174890852
1580449500.0,0.054116117,0.0541378089999999,0.053526605,0.053915708,,24.776966971940723,0.0,-180.99836503540655
1580450400.0,0.053911134,0.054146925,0.0537644429999999,0.053924011,,25.00140621231442,0.0,-146.33816560458916
1580451300.0,0.053919444,0.054165133,0.0538595999999999,0.054125225,-0.000750022899346,30.419463154482187,0.0,-116.98956326796583
1580452200.0,0.054125225,0.054300276,0.054045409,0.054060804,-0.0007345592562733,29.68017980832373,0.0,-93.48434384197829
1580453100.0,0.05408076,0.0541914,0.053971002,0.05412154,-0.0007092277837089,31.37355916475785,34.1943973451146,-87.44115839884795
1580454000.0,0.054136075,0.05416146,0.053627146,0.053736915,-0.0007119811566718,26.947904565154403,35.40965303397046,-104.81428088327098
1580454900.0,0.053766852,0.053892,0.053486697,0.053566513,-0.0007196179342732,25.24859389124707,36.72997176985125,-113.44173112147529
1580455800.0,0.053567272,0.05398182,0.053386927,0.053756076,-0.0007022785556501,30.499106900716484,38.08907584118466,-96.46883385949064
1580456700.0,0.053736122,0.05397557,0.0536393879999999,0.053888688,-0.0006701116629323,33.99205795847337,39.351101050279965,-75.19796457455764
1580457600.0,0.0538542,0.0538704,0.053494415,0.053564983,-0.0006630957023934,30.02525937965811,40.72448575369136,-89.9163238757231
1580458500.0,0.053579556,0.053815938,0.05349978,0.053769024,-0.0006337654461035,35.16153295710325,41.99977154971622,-78.77173632638616
1580459400.0,0.05377064,0.054409104,0.05374369,0.054322008,-0.0005594508185704,46.60130346538062,40.55282324462737,-14.276761859876892
1580460300.0,0.054322008,0.054724836,0.054272153,0.054525256,-0.0004786380839667,50.087053051187375,38.18739462260857,45.83517403184344
1580461200.0,0.054525256,0.05518387,0.05445804,0.055086402,-0.000365104914873,58.19996007927979,36.12101755808384,115.78531967802108
1580462100.0,0.055097448,0.055356824,0.0545577799999999,0.0545577799999999,-0.0003141629628495,49.96138992450052,34.58667760687338,114.85719572367611
1580463000.0,0.0545577799999999,0.054727338,0.0544126879999999,0.054422661,-0.000281449696018,48.08761149122779,32.74546272197225,72.0718957569884
1580463900.0,0.0544380919999999,0.054597676,0.0543374279999999,0.05454684,-0.0002427062226199,49.94559744025391,30.821052526022296,71.38095534941114
1580464800.0,0.05454137,0.054653025,0.054132559,0.0541842,-0.0002385143135744,44.89250247286369,28.771189222172296,41.013006511097736
1580465700.0,0.054217764,0.054504351,0.054078156,0.0543274559999999,-0.0002210841134553,47.16650722705561,27.01439006725869,38.41654740170183
1580466600.0,0.0543274559999999,0.05447442,0.054277596,0.054293012,-0.0002076561662001,46.66787067881585,25.38307656626749,44.19298509827878
1580467500.0,0.054293012,0.05452818,0.053923168,0.054232269,-0.000199614838109,45.74932155232956,24.80465144996981,14.871052108721582
1580468400.0,0.05417698,0.054214125,0.05376821,0.05395934,-0.0002128119532728,41.77102071911652,24.6250750255452,-40.46370372882937
1580469300.0,0.05395934,0.05416968,0.0539131969999999,0.05404455,-0.0002139289870533,43.42512220571341,24.458325488579483,-26.57548977995372
1580470200.0,0.054039992,0.054215018,0.053865,0.053874975,-0.0002258935692227,40.93309109120758,24.42206427634836,-36.79956977925442
1580471100.0,0.053874975,0.05419,0.053855025,0.053990958,-0.0002234410387944,43.32857755036592,24.414134967509067,-29.6441153019212
1580472000.0,0.053990958,0.0540579449999999,0.053392278,0.053447524,-0.00026232406437,35.968126267780505,25.44170031639273,-105.12754340622548
