open-time,open,high,low,close,volume,close-time,quote-asset-volume,num-of-trades,taker-buy-base-asset-vol,taker-buy-quote-asset-vol,ignore,open-usd,high-usd,low-usd,close-usd,12-period-EMA,26-period-EMA,MACD,Signal,change,gain,loss,avg-gain,avg-loss,RS,RSI,adx,cci
1580428800.0,0.24376,0.24486,0.24214,0.24256,7222665.1,1580432399999,1759970.454393,4498,3228756.3,786796.741127,0,0.24339436,0.2446151399999999,0.241631506,0.24219616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
1580432400.0,0.24251,0.2435,0.24122,0.24259,4858150.6,1580435999999,1177864.861101,3531,1991329.3,482853.806548,0,0.242146235,0.2432565,0.2407616819999999,0.242250374,0.0,0.0,0.0,0.0,5.421399999999688e-05,5.421399999999688e-05,0.0,,,,,0.0,
1580436000.0,0.24259,0.24264,0.24001,0.24228,5185062.2,1580439599999,1251860.772174,3842,2096780.1,506375.399038,0,0.242201856,0.24239736,0.239553981,0.241843896,0.0,0.0,0.0,0.0,-0.0004064779999999,0.0,0.0004064779999999,,,,,0.0,
1580439600.0,0.24235,0.24347,0.24166,0.242,3551084.5,1580443199999,861749.343162,2801,1780607.4,432075.244422,0,0.24191377,0.243129142,0.241152514,0.2414918,0.0,0.0,0.0,0.0,-0.0003520959999999,0.0,0.0003520959999999,,,,,0.0,
1580443200.0,0.24203,0.24206,0.24068,0.24144,4805004.4,1580446799999,1158503.888303,3633,2166130.8,522218.914817,0,0.241521737,0.241624292,0.240030164,0.240860544,0.0,0.0,0.0,0.0,-0.0006312559999999,0.0,0.0006312559999999,,,,,0.0,
1580446800.0,0.24145,0.24331,0.2387,0.24056,8023287.9,1580450399999,1934896.273302,5101,3247310.6,783050.317507,0,0.24091881,0.242896373,0.23812712,0.240006712,0.0,0.0,0.0,0.0,-0.0008538319999999,0.0,0.0008538319999999,,,,,0.0,
1580450400.0,0.24057,0.24284,0.24019,0.24217,5225031.0,1580453999999,1262937.799755,3633,2884442.5,697196.497794,0,0.240040746,0.242378604,0.2395414869999999,0.24168566,0.0,0.0,0.0,0.0,0.0016789479999999,0.0016789479999999,0.0,,,,,0.0,
1580454000.0,0.24219,0.24238,0.23988,0.24077,3752214.8,1580457599999,903710.20255,2782,1287514.8,310046.826273,0,0.241681401,0.24189524,0.239208336,0.240095844,0.0,0.0,0.0,0.0,-0.0015898159999999,0.0,0.0015898159999999,,,,,0.0,
1580457600.0,0.24072,0.24126,0.23955,0.24086,3341331.2,1580461199999,803428.828205,2522,1661282.7,399499.052682,0,0.2400700559999999,0.240753354,0.238855305,0.240354194,0.0,0.0,0.0,0.0,0.0002583499999999,0.0002583499999999,0.0,,,,,0.0,
1580461200.0,0.24088,0.24171,0.2401,0.24022,5572210.0,1580464799999,1341993.213926,4101,1953556.9,470467.264014,0,0.240374152,0.241202409,0.23942772,0.2395473839999999,0.0,0.0,0.0,0.0,-0.0008068100000001,0.0,0.0008068100000001,,,,,0.0,
1580464800.0,0.24022,0.24034,0.23795,0.23915,8032780.1,1580468399999,1921854.212512,5722,3560754.6,851875.878439,0,0.239523362,0.240243864,0.237259945,0.238456465,0.0,0.0,0.0,0.0,-0.0010909189999998,0.0,0.0010909189999998,,,,,0.0,
1580468400.0,0.23911,0.23921,0.23743,0.2381,6160039.7,1580471999999,1467994.987656,3986,2282168.8,543813.096417,0,0.23839267,0.23921,0.23671771,0.23757618,0.2405304344166666,0.0,0.2405304344166666,0.0,-0.000880285,0.0,0.000880285,,,,,0.0,
1580472000.0,0.2381,0.23834,0.23458,0.23662,11126727.0,1580475599999,2629286.208187,6082,4002995.4,946271.948985,0,0.23757618,0.23798249,0.234040466,0.2362414079999999,0.2398705841987179,0.0,0.2398705841987179,0.0,-0.001334772,0.0,0.001334772,,,,,0.0,
1580475600.0,0.2366,0.23683,0.2335,0.23632,9495682.3,1580479199999,2236317.215895,5985,3813444.6,898585.488075,0,0.2362451,0.236474755,0.23296295,0.235823728,0.2392479909373767,0.0,0.2392479909373767,0.0,-0.0004176799999998,0.0,0.0004176799999998,,,,,0.0,
1580479200.0,0.23627,0.23767,0.23525,0.23621,5063511.3,1580482799999,1197086.147654,3525,2512501.3,593823.438033,0,0.235773833,0.237313495,0.2347089249999999,0.235713959,0.2387042937162418,0.0,0.2387042937162418,0.0,-0.000109769,0.0,0.000109769,0.0001422508571428,0.0005974245714285,0.2381068070278791,19.23152394254768,0.0,
1580482800.0,0.23622,0.23885,0.23593,0.23872,4039131.5,1580486399999,958674.890049,2983,2181344.4,518182.643237,0,0.23574756,0.2389455399999999,0.235387361,0.238194816,0.2386259125291276,0.0,0.2386259125291276,0.0,0.002480857,0.002480857,0.0,0.0003092941530612,0.000554751387755,0.5575365107473697,35.79604759825763,0.0,
1580486400.0,0.23878,0.23912,0.23558,0.23688,4853751.3,1580489999999,1152875.79484,3925,1892580.8,449333.656632,0,0.238350196,0.238785232,0.235061724,0.236358864,0.2382771358323388,0.0,0.2382771358323388,0.0,-0.001835952,0.0,0.001835952,0.0002872017135568,0.0006462657172011,0.4444019014356321,30.76719166555572,0.0,
1580490000.0,0.23697,0.2375,0.23626,0.23712,2398515.4,1580493599999,568339.201497,2405,917887.3,217512.912428,0,0.236448666,0.2370487499999999,0.235716602,0.236669472,0.2380298029350559,0.0,0.2380298029350559,0.0,0.0003106079999999,0.0003106079999999,0.0,0.0002888735911599,0.0006001038802581,0.4813726434090608,32.49504070098696,0.0,
1580493600.0,0.23708,0.2401,0.23692,0.23985,5361634.3,1580497199999,1280659.98988,3135,3169296.8,757705.88974,0,0.236558424,0.2397158399999999,0.236351392,0.2393703,0.2382360332527396,0.0,0.2382360332527396,0.0,0.002700828,0.002700828,0.0,0.0004611560489342,0.0005572393173825,0.8275727044895158,45.28261460988915,0.0,
