open-time,open,high,low,close,volume,close-time,quote-asset-volume,num-of-trades,taker-buy-base-asset-vol,taker-buy-quote-asset-vol,ignore,open-usd,high-usd,low-usd,close-usd,12-period-EMA,26-period-EMA,MACD,Signal,change,gain,loss,avg-gain,avg-loss,RS,RSI,adx,cci
1580428800.0,184.71,185.82,183.71,184.08,13526.16409,1580432399999,2498563.2826625,6272,6575.15413,1214873.244209,0,184.432935,185.63418,183.324209,183.80388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
1580432400.0,184.09,185.1,183.2,183.99,13467.63477,1580435999999,2480135.5873298,5189,6793.97044,1251165.1450975,0,183.813865,184.9149,182.85192,183.732414,0.0,0.0,0.0,0.0,-0.0714659999999867,0.0,0.0714659999999867,,,,,0.0,
1580436000.0,183.95,184.03,181.65,183.2,18210.03776,1580439599999,3331070.8590009,7037,8886.29922,1625633.8445954,0,183.65568,183.84597,181.304865,182.87024,0.0,0.0,0.0,0.0,-0.8621740000000102,0.0,0.8621740000000102,,,,,0.0,
1580439600.0,183.22,184.31,183.07,183.42,13358.3441,1580443199999,2454722.9052351,5204,6691.17225,1229433.8742113,0,182.890204,184.051966,182.685553,183.034818,0.0,0.0,0.0,0.0,0.1645780000000059,0.1645780000000059,0.0,,,,,0.0,
1580443200.0,183.42,183.67,181.7,182.29,15827.6395,1580446799999,2892728.9830017,6651,7331.82383,1340236.0326756,0,183.034818,183.339394,181.20941,181.852504,0.0,0.0,0.0,0.0,-1.182313999999991,0.0,1.182313999999991,,,,,0.0,
1580446800.0,182.27,182.73,180.52,181.26,18830.2647,1580450399999,3420467.160626,6793,8906.10737,1617762.4064422,0,181.869006,182.419359,180.08675200000002,180.843102,0.0,0.0,0.0,0.0,-1.0094020000000228,0.0,1.0094020000000228,,,,,0.0,
1580450400.0,181.24,183.51,180.86,183.22,12884.39216,1580453999999,2351237.3211159,6456,6577.76427,1200384.141836,0,180.841272,183.161331,180.371678,182.85356,0.0,0.0,0.0,0.0,2.010458,2.010458,0.0,,,,,0.0,
1580454000.0,183.16,183.26,181.78,182.48,9898.24691,1580457599999,1803925.6037329,4776,4573.92717,833640.8081578,0,182.775364,182.89348,181.271016,181.969056,0.0,0.0,0.0,0.0,-0.8845039999999926,0.0,0.8845039999999926,,,,,0.0,
1580457600.0,182.47,183.15,181.33,182.75,10769.06119,1580461199999,1961638.9775817,4941,4277.94149,779578.2978035,0,181.977331,182.765385,180.804143,182.366225,0.0,0.0,0.0,0.0,0.397168999999991,0.397168999999991,0.0,,,,,0.0,
1580461200.0,182.74,183.58,181.95,182.21,12933.95153,1580464799999,2365630.4809179,5579,6881.17877,1258741.3999185,0,182.356246,183.194482,181.44054,181.699812,0.0,0.0,0.0,0.0,-0.6664129999999773,0.0,0.6664129999999773,,,,,0.0,
1580464800.0,182.21,182.69,180.25,181.62,24593.03829,1580468399999,4465684.28805,9057,10714.08967,1945767.7651174,0,181.681591,182.616924,179.727275,181.093302,0.0,0.0,0.0,0.0,-0.6065100000000143,0.0,0.6065100000000143,,,,,0.0,
1580468400.0,181.62,181.62,180.44,180.9,14607.79198,1580471999999,2642809.6248068,6109,6866.00981,1242008.6716886,0,181.07514,181.62,179.89867999999998,180.50202,182.2184110833333,0.0,182.2184110833333,0.0,-0.5912820000000067,0.0,0.5912820000000067,,,,,0.0,
1580472000.0,180.86,180.88,176.5,178.01,50417.38271,1580475599999,9007474.8283798,14621,20464.5439,3658419.1627034,0,180.46210800000003,180.60868,176.09405,177.72518399999998,181.52714537820512,0.0,181.52714537820512,0.0,-2.776836000000003,0.0,2.776836000000003,,,,,0.0,
1580475600.0,178.01,178.87,175.22,178.23,34355.5666,1580479199999,6083231.2679613,12460,16093.32672,2850374.0942161,0,177.742985,178.601695,174.816994,177.855717,180.96231024309665,0.0,180.96231024309665,0.0,0.130533000000014,0.130533000000014,0.0,,,,,0.0,
1580479200.0,178.28,178.95,176.36,177.93,16454.06275,1580482799999,2925737.3319316,7665,7929.9274,1409930.8588113,0,177.905612,178.681575,175.954372,177.55634700000002,180.4383158980048,0.0,180.4383158980048,0.0,-0.2993699999999819,0.0,0.2993699999999819,0.193052714285715,0.6179215000000003,0.3124227175874524,23.805037310064264,0.0,
1580482800.0,177.9,180.05,177.73,180.04,16194.46569,1580486399999,2896097.21891,6487,8922.21434,1595634.5641161,0,177.54420000000002,180.12202,177.321221,179.643912,180.3160999136964,0.0,180.3160999136964,0.0,2.087564999999984,2.087564999999984,0.0,0.3283750204081628,0.5737842500000003,0.5722970269890864,36.39878579971765,0.0,
1580486400.0,180.01,180.63,177.53,178.48,22298.20605,1580489999999,3999453.2236253,8962,10399.59647,1865867.5913042,0,179.685982,180.377118,177.139434,178.087344,179.97321438851236,0.0,179.97321438851236,0.0,-1.5565679999999986,0.0,1.5565679999999986,0.3049196618075798,0.6439830892857145,0.4734901690443253,32.13392114800611,0.0,
1580490000.0,178.49,178.97,177.9,178.43,10234.72677,1580493599999,1826363.3460896,4818,5403.95526,964344.6670681,0,178.09732200000002,178.629957,177.49083000000002,178.090983,179.68364032874123,0.0,179.68364032874123,0.0,0.0036389999999926,0.0036389999999926,0.0,0.2833996145356093,0.5979842971938777,0.4739248436213131,32.15393550575607,0.0,
1580493600.0,178.42,179.49,178.27,179.47,8830.98685,1580497199999,1580251.417374,4500,4516.38039,808054.9083416,0,178.02747599999998,179.202816,177.84215200000003,179.11106,179.59555104739644,0.0,179.59555104739644,0.0,1.0200770000000148,1.0200770000000148,0.0,0.3360194277830668,0.5552711331086007,0.6051447801759717,37.70032383680865,0.0,
1580497200.0,179.47,179.95,179.05,179.41,8042.88543,1580500799999,1443718.7306349,3503,3796.97745,681474.7605518,0,179.11106,179.66207999999995,178.67399500000002,179.10500299999998,179.52008211702775,0.0,179.52008211702775,0.0,-0.0060570000000268,0.0,0.0060570000000268,0.3120180400842764,0.516041552172274,0.6046374342741165,37.680626249856495,0.0,-52.853702072200726
1580500800.0,179.41,180.91,179.21,180.5,14070.27204,1580504399999,2535489.9145533,5449,7248.81397,1306275.1910223,0,179.10500299999998,180.620544,178.815738,180.1029,179.60974640671577,0.0,179.60974640671577,0.0,0.9978970000000232,0.9978970000000232,0.0,0.3610093943639726,0.4791814413028258,0.7533876800037156,42.96754725698307,0.0,-22.36350895111903
1580504400.0,180.49,181.2,180.15,180.95,6823.9472,1580507999999,1233207.2723651,4109,3305.63788,597392.3252107,0,180.09292200000002,180.96444,179.735655,180.678575,179.77418157491337,0.0,179.77418157491337,0.0,0.5756749999999897,0.5756749999999897,0.0,0.3763426519094023,0.4449541954954811,0.845800884044534,45.82297534668031,0.0,7.01192563733983
1580508000.0,181.01,182.44,180.68,181.88,8290.36991,1580511599999,1505897.2660187,4806,4357.61468,791706.9958,0,180.738485,182.221072,180.31864,181.570804,180.0505850249267,0.0,180.0505850249267,0.0,0.8922290000000146,0.8922290000000146,0.0,0.4131916767730175,0.4131717529600896,1.0000482216240223,50.00120551153469,0.0,47.92365581925696
1580511600.0,181.89,182.0,179.25,179.99,10677.09467,1580515199999,1927515.3907344,6153,5275.45217,952637.2052127,0,181.580787,181.7634,178.92735,179.684017,179.99418994416877,0.0,179.99418994416877,0.0,-1.8867869999999984,0.0,1.8867869999999984,0.3836779855749448,0.5184299848915116,0.7400767639920259,42.53127099370987,0.0,2.8160959790492477
1580515200.0,179.94,181.47,179.23,181.09,9973.4255,1580518799999,1799057.6563096,5355,4594.66476,828750.7386297,0,179.63410199999998,181.234089,178.92530899999997,180.854583,180.12655810660434,0.0,180.12655810660434,0.0,1.1705659999999796,1.1705659999999796,0.0,0.4398842723195901,0.481399271684975,0.9137618151766708,47.74689347076956,0.0,17.629572003813838
1580518800.0,181.09,183.86,181.06,183.76,17178.44923,1580522399999,3134500.1133297,7908,8817.74278,1609307.229318,0,180.872692,183.67614,180.78841,183.502736,180.6459700902037,180.77654223076928,-0.1305721405656186,0.0,2.648153000000008,2.648153000000008,0.0,0.5976177528681914,0.4470136094217625,1.3369117634723555,57.20848276641279,0.0,119.98015802635199
1580522400.0,183.75,184.28,182.7,183.88,16518.90154,1580525999999,3034354.7126815,6922,7981.82629,1466119.4887294,0,183.49275,184.09572,182.38941,183.640956,181.10673715324927,180.9887210284901,0.1180161247592082,0.0,0.1382199999999898,0.1382199999999898,0.0,0.5648036276633198,0.4150840658916366,1.360696962554013,57.63962864093702,0.0,144.64452482666272
1580526000.0,183.84,184.06,182.54,183.51,10981.05291,1580529599999,2011639.3262374,4492,5501.708,1007615.8551445,0,183.545856,183.87594,182.247936,183.289788,181.44259112967248,181.1591704337871,0.2834206958853826,0.0,-0.3511680000000012,0.0,0.3511680000000012,0.5244605114016541,0.4105186326136626,1.2775559249590056,56.093284514276014,33.306376714780185,127.17174461392429
1580529600.0,183.46,183.64,181.93,181.95,7809.54355,1580533199999,1429389.519304,3991,4053.92975,742125.5719506,0,183.18481000000003,183.437996,181.65710500000003,181.73166,181.48706326356904,181.2015770683214,0.2854861952476426,0.0,-1.5581279999999822,0.0,1.5581279999999822,0.4869990463015359,0.492490730284114,0.9888491627458448,49.71966608974106,31.15052769137962,88.77206741666113
1580533200.0,181.95,182.36,181.46,181.51,10219.24171,1580536799999,1858640.9328948,4252,4044.33305,735961.700638,0,181.73166,182.195876,181.224102,181.346641,181.46545983840457,181.212322544742,0.2531372936625473,0.0,-0.3850189999999998,0.0,0.3850189999999998,0.4522134001371404,0.484814178120963,0.9327561373923176,48.26041523535379,29.419898973937723,61.785483073292205
1580536800.0,181.48,182.49,181.48,182.07,7219.40532,1580540399999,1313528.7875895,3908,4054.34676,737724.7506165,0,181.334816,182.344008,181.280372,181.869723,181.5276541709577,181.2610188747612,0.2666352961965685,0.0,0.5230819999999881,0.5230819999999881,0.0,0.4572754429844867,0.4501845939694656,1.0157509810642298,50.39069759142356,27.70416712629743,69.22989271295928
