ds,open,high,low,close,macd,rsi,adx,cci
2017-10-02 23:59:59,0.0246070008724927,0.0300877001136541,0.0199692994356155,0.0259317997843027,,,0.0,
2017-10-03 23:59:59,0.025756599381566,0.0274251997470855,0.0206898991018533,0.0208158008754253,,,0.0,
2017-10-04 23:59:59,0.0208640992641448,0.0228062998503446,0.0208640992641448,0.0219314992427825,,,0.0,
2017-10-05 23:59:59,0.0219512991607189,0.0221535991877317,0.0208592992275953,0.0214887000620365,,,0.0,
2017-10-06 23:59:59,0.0213588997721672,0.0215418990701437,0.018359700217843,0.0185391008853912,,,0.0,
2017-10-07 23:59:59,0.0184138994663953,0.0210503004491329,0.0176199991255998,0.0209408998489379,,,0.0,
2017-10-08 23:59:59,0.0209293998777866,0.0235977005213499,0.0201473999768495,0.0204771999269723,,,0.0,
2017-10-09 23:59:59,0.0203443001955747,0.0228071995079517,0.0203419998288154,0.02211369946599,,,0.0,
2017-10-10 23:59:59,0.0221120994538068,0.0224460996687412,0.0212792996317148,0.0215313006192445,,,0.0,
2017-10-11 23:59:59,0.0214799996465444,0.0225757006555795,0.0209764000028371,0.0225195009261369,,,0.0,
2017-10-12 23:59:59,0.0225384999066591,0.0267632007598876,0.021825099363923,0.0262521002441644,,,0.0,
2017-10-13 23:59:59,0.0260608997195959,0.033815998584032,0.0251953992992639,0.0336409993469715,,,0.0,
2017-10-14 23:59:59,0.0338762998580932,0.0382677987217903,0.0292553007602691,0.0324648991227149,,,0.0,
2017-10-15 23:59:59,0.0328736007213592,0.0336412005126476,0.028694400563836,0.0300485994666814,,,0.0,
2017-10-16 23:59:59,0.0299389008432626,0.030749199911952,0.0285767000168561,0.02894820086658,,56.76869386218639,0.0,
2017-10-17 23:59:59,0.0289526991546154,0.0296279992908239,0.0254814997315406,0.0272174999117851,,53.49033019620577,0.0,
2017-10-18 23:59:59,0.0272192992269992,0.0273598004132509,0.0246373005211353,0.026690699160099,,52.49655519450855,0.0,
2017-10-19 23:59:59,0.0267044994980096,0.0271116998046636,0.0257715992629528,0.0270319003611803,,53.10426326074302,0.0,
2017-10-20 23:59:59,0.0269824005663394,0.0308551993221044,0.0266121998429298,0.030629800632596,,59.05288624305178,0.0,
2017-10-21 23:59:59,0.0308055002242326,0.0308055002242326,0.0279770009219646,0.0284362006932497,,54.512699094327154,0.0,70.83573586202263
2017-10-22 23:59:59,0.0285650007426738,0.0287436991930007,0.0270930007100105,0.0277287997305393,,53.09501559884679,0.0,44.00470867306285
2017-10-23 23:59:59,0.027684099972248,0.0280508995056152,0.0243449006229639,0.0254535991698503,,48.70752329774615,0.0,6.932449438850147
2017-10-24 23:59:59,0.0253389999270439,0.0289562996476888,0.0237662997096776,0.0271927006542682,,51.97434783431475,0.0,16.17733050296534
2017-10-25 23:59:59,0.0270380992442369,0.0278459005057811,0.0261071994900703,0.0275274999439716,,52.60023011690997,0.0,22.329252345673577
2017-10-26 23:59:59,0.0274094995111227,0.0275602992624044,0.026477999985218,0.027131799608469,,51.741950581514565,0.0,13.78160845332287
2017-10-27 23:59:59,0.0271380990743637,0.027462899684906,0.0256738997995853,0.0263817999511957,0.0012653930885305,50.07418750561955,0.0,-8.390014774686774
2017-10-28 23:59:59,0.0263385996222496,0.0268533006310462,0.0255929995328187,0.025866100564599,0.0010813085499252,48.90688926460198,0.0,-28.658180624467835
2017-10-29 23:59:59,0.0258306991308927,0.0298367999494075,0.0256258994340896,0.0286068990826606,0.0011433993652801,54.92143927762956,34.639778350074174,22.16160679738368
2017-10-30 23:59:59,0.0283176004886627,0.0288743991404771,0.0275858994573354,0.0285829007625579,0.0011771014273844,54.86054320094048,34.51133360298934,24.521288096187995
2017-10-31 23:59:59,0.0285470001399517,0.0307145006954669,0.0280754994601011,0.0304374992847442,0.0013380370968726,58.674045782675165,34.88098579050649,67.93827795752274
2017-11-01 23:59:59,0.0291265007108449,0.0292194001376628,0.0229861997067928,0.0229861997067928,0.0008544723462718,42.96766113784198,32.900652674456424,-123.34158728957536
2017-11-02 23:59:59,0.0230791997164487,0.0249768998473882,0.0182099994271993,0.0213059000670909,0.0003318325009386,40.34490289116045,31.497701957340634,-233.6475288382257
2017-11-03 23:59:59,0.0214182008057832,0.0232126004993915,0.0198270007967948,0.0226281005889177,2.4049957180135445e-05,43.27887933738418,30.19496200573312,-203.86360422238172
2017-11-04 23:59:59,0.0226409006863832,0.0238493997603654,0.0219695996493101,0.0220221001654863,-0.0002657062001372,42.25315999106169,28.753763939502345,-155.75929268505348
2017-11-05 23:59:59,0.0220541004091501,0.0230062995105981,0.0206349994987249,0.0206349994987249,-0.0006003470466644,39.92092213164823,27.80545378696988,-167.9496852388354
2017-11-06 23:59:59,0.0209772996604442,0.0236088000237941,0.020533699542284,0.0218809992074966,-0.0007562924961308,42.966291014694,26.688553771608984,-123.86420497840288
2017-11-07 23:59:59,0.0218458008021116,0.0233472995460033,0.0214137006551027,0.0221947003155946,-0.0008448286716065,43.73951078039728,25.651432328773865,-97.61120283152636
2017-11-08 23:59:59,0.0219116006046533,0.0263931006193161,0.0216601993888616,0.0251860003918409,-0.0006659447155795,50.61488045179764,24.10228315025572,-34.44297344766818
2017-11-09 23:59:59,0.0251601003110408,0.0350598990917205,0.0250057000666856,0.0320529006421566,2.958256014290797e-05,62.07326609039585,24.76220740374118,135.53540576529932
2017-11-10 23:59:59,0.032219298183918,0.0333475992083549,0.0264513995498418,0.0271192006766796,0.0001806027070083,52.62566400390567,25.37499421054911,88.70127699456575
2017-11-11 23:59:59,0.0268911998718976,0.0296590998768806,0.0256839003413915,0.027437100186944,0.0003222246894793,53.12077122642504,25.65389304855832,51.72598529267628
2017-11-12 23:59:59,0.027480499818921,0.0279518999159336,0.0225910004228353,0.0239770002663135,0.000153490640032,47.3235852807095,24.83469035117927,-21.716735369796428
2017-11-13 23:59:59,0.0243641007691621,0.026299700140953,0.0234948992729187,0.0258076004683971,0.0001655732027106,50.40720619631888,24.074002132184443,-10.172910456754911
2017-11-14 23:59:59,0.0257968995720148,0.0267878007143735,0.0253423005342483,0.0262301005423069,0.0002068564334663,51.11843258927991,23.49589782405232,16.642689540163587
2017-11-15 23:59:59,0.0261157993227243,0.0277730002999305,0.0252611003816127,0.0264446008950471,0.0002539546460038,51.49873428925389,23.22015549361262,28.136001593606515
2017-11-16 23:59:59,0.0265830997377634,0.0281696002930402,0.025653600692749,0.0275800004601478,0.0003785340696124,53.558395342032426,23.070361373103577,44.72608431026188
2017-11-17 23:59:59,0.0271425992250442,0.0274358000606298,0.0251841992139816,0.025772500783205,0.000327637244141,49.92373414576202,22.731855321437333,16.78364920695607
