open-time,open,high,low,close,volume,trades
1580479200,0.9979,0.9985,0.9978,0.9984,25704.49809417,50
1580480100,0.998,0.9984,0.9978,0.9981,11932.15255513,35
1580481000,0.9981,0.9983,0.9977,0.9978,4012.00398761,33
1580481900,0.9978,0.9981,0.9977,0.9979,2498.94623629,25
1580482800,0.998,1.0004,0.9977,0.9983,110830.4936283099,120
1580483700,0.9983,0.9985,0.9981,0.9981,7209.65603116,26
1580484600,0.9981,0.9983,0.9977,0.9977,10085.85851213,28
1580485500,0.9977,0.9982,0.9977,0.9978,21087.19175228,42
1580486400,0.9982,0.9986,0.9978,0.9986,9668.89974583,43
1580487300,0.9986,0.9986,0.9981,0.9983,11152.0220721,25
1580488200,0.9981,0.9984,0.9978,0.9979,16809.25546987,55
1580489100,0.9983,0.9983,0.9978,0.9978,18432.36935699,74
1580490000,0.9978,0.9981,0.9977,0.9977,68245.04299283,57
1580490900,0.9981,0.9981,0.9977,0.9981,15007.99193965,21
1580491800,0.9977,0.9981,0.9977,0.9981,2837.84179242,12
1580492700,0.9981,0.9981,0.9978,0.9981,3740.0009909,14
1580493600,0.9978,0.9981,0.9976,0.9979,13222.25202063,26
1580494500,0.998,0.9981,0.998,0.9981,1288.61681209,4
1580495400,0.9977,0.9984,0.9977,0.998,18828.17203038,31
1580496300,0.998,0.998,0.998,0.998,270.69450787,2
1580497200,0.998,0.998,0.9979,0.9979,1872.27205957,9
1580498100,0.998,0.9984,0.9979,0.9984,87942.15444434,19
1580499000,0.9984,0.9984,0.9979,0.998,7358.46479557,11
1580499900,0.9979,0.9984,0.9979,0.9983,8392.97089346,33
1580500800,0.9983,0.9983,0.998,0.998,7339.47482085,38
1580501700,0.998,0.998,0.998,0.998,194.6069,3
1580502600,0.9984,0.9984,0.998,0.9983,8054.54185621,20
1580503500,0.998,0.9983,0.9978,0.9978,13662.30406142,37
1580504400,0.9978,0.998,0.9977,0.9977,6343.39289387,22
1580505300,0.9977,0.9982,0.9977,0.9982,16603.44970684,29
1580506200,0.9982,0.9984,0.9982,0.9984,3004.07545069,8
1580507100,0.9984,0.9987,0.9984,0.9985,14933.71585366,41
1580508000,0.9985,0.9985,0.9983,0.9983,3332.68743421,20
1580508900,0.9983,0.9984,0.9983,0.9983,31222.92747634,22
1580509800,0.9983,0.9983,0.9981,0.9981,7429.231507,22
1580510700,0.9981,0.9988,0.998,0.9983,19795.32203831,71
1580511600,0.9983,0.9987,0.9982,0.9982,2516.39891381,19
1580512500,0.9984,0.9984,0.9982,0.9982,1237.93008616,6
1580513400,0.9982,0.9986,0.9982,0.9986,59.33646206,2
1580514300,0.9983,0.9987,0.9983,0.9983,10844.43236694,10
1580515200,0.9983,0.9983,0.9983,0.9983,245.05723928,3
1580516100,0.9985,0.9985,0.9985,0.9985,1344.12255163,4
1580517000,0.9984,0.9984,0.9984,0.9984,485.43431527,5
1580517900,0.9987,0.9987,0.9987,0.9987,1352.63405,3
1580518800,0.9988,0.999,0.9986,0.999,10240.58243358,14
1580519700,0.9986,0.999,0.9986,0.999,4244.78905258,9
1580520600,0.9986,0.999,0.9986,0.999,4936.2420704,5
1580521500,0.9988,0.9989,0.9985,0.9986,27165.00067497,32
1580522400,0.9986,0.9989,0.9983,0.9983,5513.90057181,21
1580523300,0.9986,0.9988,0.9986,0.9988,10572.93398038,14
1580525100,0.9989,0.999,0.9986,0.9987,6310.84257171,7
1580526000,0.9984,0.999,0.9984,0.9985,11551.40527238,31
1580526900,0.9989,0.9989,0.9989,0.9989,2763.70809775,2
1580528700,0.9989,0.9989,0.9988,0.9988,394.28609688,2
1580529600,0.9985,0.9988,0.9985,0.9987,1117.2738433,6
1580530500,0.9988,0.9988,0.9985,0.9985,3964.2044477,17
1580531400,0.9989,0.9989,0.9989,0.9989,418.34545755,3
1580532300,0.9986,0.9988,0.9986,0.9988,2315.76609387,5
1580533200,0.9988,0.999,0.9987,0.999,5860.06027844,8
1580534100,0.9988,0.9988,0.9988,0.9988,594.74547874,3
1580535000,0.999,0.999,0.9989,0.999,1134.00814963,4
1580535900,0.999,0.9991,0.999,0.9991,2116.55541084,6
1580536800,0.9992,0.9992,0.9989,0.9989,357.81065391,4
1580537700,0.999,0.999,0.999,0.999,143.07012093,1
1580538600,0.999,0.999,0.9989,0.9989,1135.29029435,9
1580539500,0.9992,0.9992,0.9989,0.9989,367.02291183,4
1580540400,0.9992,0.9992,0.9992,0.9992,890.28523929,5
1580541300,0.9992,0.9993,0.9992,0.9993,2348.95383613,13
1580542200,0.9993,0.9993,0.9992,0.9992,38134.8416171,11
1580543100,0.9992,0.9993,0.9989,0.9993,6775.66019927,10
1580544000,0.9991,0.9994,0.999,0.9992,9643.89126475,15
1580544900,0.9993,0.9993,0.9989,0.9989,12745.97980577,25
1580545800,0.9989,0.9993,0.9987,0.9987,10401.26638827,39
1580546700,0.9988,0.9992,0.9988,0.9989,1407.38444484,9
1580547600,0.9989,0.9993,0.9989,0.999,3253.6113907,18
1580548500,0.9993,0.9993,0.9989,0.9993,7625.29431036,27
1580549400,0.9989,0.9989,0.9988,0.9988,13145.36276251,63
1580550300,0.9988,0.9988,0.9988,0.9988,390.85629694,4
1580551200,0.9988,0.9993,0.9988,0.9993,373.15270716,3
1580552100,0.9993,0.9993,0.9988,0.9991,16894.01438134,27
1580553000,0.9991,0.9995,0.9988,0.9993,25335.23637819,30
1580553900,0.9993,0.9993,0.9993,0.9993,250.0532564,2
1580554800,0.9995,0.9996,0.9991,0.9996,20480.64743789,47
1580555700,0.9996,0.9996,0.9989,0.9991,11099.05501427,62
1580556600,0.9991,0.9993,0.9983,0.9988,101251.93405283,74
1580557500,0.9988,0.999,0.9988,0.999,6652.6975,6
1580558400,0.999,0.9991,0.9988,0.9988,33584.6662,13
1580559300,0.9987,0.9987,0.9986,0.9986,2381.6275,3
1580560200,0.9986,0.999,0.9986,0.999,10175.07053253,5
1580562000,0.9991,0.9991,0.9985,0.999,998.75525971,13
1580562900,0.9985,0.999,0.9984,0.999,4804.03796633,21
1580563800,0.999,0.999,0.9985,0.999,838.74017437,7
1580564700,0.9989,0.999,0.9984,0.9985,6361.50486756,17
1580565600,0.9985,0.999,0.9985,0.999,546.26312002,8
1580568300,0.999,0.999,0.9984,0.9984,604.25406734,5
1580569200,0.9984,0.9984,0.9983,0.9983,1505.76251957,9
1580570100,0.9983,0.9986,0.9983,0.9986,4103.06563709,8
1580571000,0.9986,0.9989,0.9986,0.9989,1539.69054842,5
1580571900,0.9989,0.999,0.9989,0.999,8016.82732296,11
1580572800,0.9987,0.999,0.9985,0.9985,2344.76543099,16
1580573700,0.9987,0.9987,0.9987,0.9987,73.24333658,6
1580574600,0.9985,0.9987,0.9984,0.9984,10695.83741561,19
1580575500,0.9983,0.9987,0.9983,0.9987,3648.8780306,8
1580576400,0.9987,0.9987,0.9983,0.9984,3354.35434424,11
1580577300,0.9987,0.9989,0.9984,0.9988,3315.73004503,11
1580578200,0.9988,0.9989,0.9985,0.9985,7316.225249,8
1580579100,0.9988,0.9988,0.9984,0.9988,3327.3793914,12
1580580000,0.9989,0.9989,0.9984,0.9984,6641.71470446,13
1580580900,0.9989,0.999,0.9985,0.9985,3189.02873176,16
1580581800,0.999,0.9991,0.9986,0.9989,14760.94254511,23
1580582700,0.9989,0.9992,0.9986,0.9986,7497.44234859,21
1580583600,0.9986,0.999,0.9985,0.9985,1476.82431962,8
1580584500,0.9985,0.999,0.9985,0.999,3491.50905024,11
1580585400,0.9989,0.999,0.9985,0.999,6231.90965795,11
1580586300,0.999,0.999,0.9985,0.9985,5792.98068416,3
1580587200,0.9985,0.9986,0.9983,0.9983,14570.30989021,31
1580588100,0.9983,0.9986,0.9983,0.9986,3736.31878956,9
1580589000,0.9986,0.9986,0.9986,0.9986,7.78322767,1
1580589900,0.9986,0.999,0.9982,0.9983,54855.97326373,41
1580590800,0.9982,0.9987,0.9982,0.9982,1202.01668483,8
1580591700,0.9987,0.9989,0.9984,0.9988,8088.98688902,16
1580592600,0.9989,0.9989,0.9984,0.9984,1821.09474015,19
1580593500,0.9984,0.9987,0.9983,0.9987,1233.36648977,8
1580594400,0.9983,0.9987,0.9983,0.9983,2633.40724964,21
1580595300,0.9983,0.9984,0.9983,0.9984,1797.87715331,8
1580596200,0.9984,0.999,0.9983,0.9985,17737.31303527,26
1580597100,0.9985,0.9986,0.9982,0.9982,9242.94133151,29
1580598000,0.9982,0.9988,0.9982,0.9988,5471.81675633,18
1580598900,0.9988,0.9989,0.9984,0.9989,1969.4554553,5
1580599800,0.9989,0.9989,0.9985,0.9986,2958.97241247,22
1580600700,0.9989,0.999,0.9986,0.999,807.22275093,8
1580601600,0.9986,0.9991,0.9986,0.9988,10417.84146389,49
1580602500,0.9987,0.999,0.9985,0.9987,17493.94624675,44
1580603400,0.999,0.999,0.9984,0.9989,6981.93613737,25
1580604300,0.9986,0.999,0.9986,0.9987,2909.49362182,20
1580605200,0.9987,0.9989,0.9985,0.9989,2089.79049996,8
1580606100,0.9985,0.9985,0.9983,0.9983,3296.89839664,26
1580607000,0.9983,0.9983,0.9983,0.9983,237.23986768,5
1580607900,0.9984,0.999,0.9984,0.999,6899.66134298,50
1580608800,0.999,0.999,0.9985,0.9985,4885.33301693,17
1580609700,0.9985,0.999,0.9982,0.9984,42471.74741355,75
1580610600,0.9988,0.9989,0.9983,0.9983,11412.46894258,28
1580611500,0.9982,0.9988,0.9982,0.9988,6111.82016648,3
1580612400,0.9988,0.9988,0.9983,0.9983,5229.84541791,13
1580613300,0.9983,0.9986,0.9981,0.9986,5584.69599133,28
1580614200,0.9986,0.9986,0.9981,0.9981,921.12037498,16
1580615100,0.9981,0.9986,0.9981,0.9985,3055.75276751,20
1580616000,0.9985,0.9987,0.9981,0.9986,20779.00297504,69
1580616900,0.9981,0.9986,0.998,0.9984,3958.71526496,22
1580617800,0.998,0.998,0.9979,0.9979,894.16056665,5
1580618700,0.998,0.9987,0.998,0.9987,16201.70838794,31
1580619600,0.9986,0.9987,0.9982,0.9982,3204.74335774,13
1580620500,0.9987,0.9987,0.9982,0.9982,2298.3014286,15
1580621400,0.9982,0.9986,0.9981,0.9981,3684.77101352,19
1580622300,0.9981,0.9986,0.9981,0.9986,3077.69249763,20
1580623200,0.9983,0.9984,0.9983,0.9984,2461.62098206,6
1580624100,0.9983,0.9986,0.9981,0.9986,5302.33922704,5
1580625000,0.9983,0.999,0.9983,0.9985,19295.17597904,33
1580625900,0.999,0.999,0.9986,0.9986,609.23320519,8
1580627700,0.9987,0.9991,0.9987,0.9987,9185.59551213,24
1580628600,0.9991,0.9993,0.9988,0.9992,4944.17214969,16
1580629500,0.9988,0.9992,0.9988,0.9988,767.43721241,6
1580630400,0.9991,0.9993,0.9991,0.9993,2920.64484478,17
1580631300,0.9993,0.9997,0.9991,0.9991,79610.24407721,73
1580632200,0.999,0.9996,0.999,0.9996,14164.94392291,77
1580633100,0.9994,0.9994,0.9991,0.9991,408.9733488,9
1580634000,0.9991,0.9994,0.998,0.9983,311861.0689706899,197
1580634900,0.9985,0.9986,0.9983,0.9983,2117.41402064,4
1580635800,0.9983,0.9989,0.9983,0.9985,9390.60900975,12
1580636700,0.9984,0.9988,0.9983,0.9988,9051.33755976,36
1580637600,0.9988,0.9994,0.9984,0.9991,37521.73059302,77
1580638500,0.9994,0.9994,0.9991,0.9991,1535.1993204,18
1580639400,0.9991,0.9994,0.9991,0.9991,5140.68128122,27
1580640300,0.9991,0.9994,0.9988,0.9994,15348.4514142,53
1580641200,0.9989,0.9994,0.9989,0.999,5859.83892427,15
1580642100,0.9993,0.9994,0.999,0.9994,1358.85234409,10
1580643000,0.999,0.999,0.9985,0.9985,29491.02930863,69
1580643900,0.9985,0.999,0.9985,0.9985,3448.61250256,24
1580644800,0.9985,0.999,0.9984,0.9987,6316.57494148,29
1580645700,0.9989,0.999,0.9986,0.9988,6768.57356401,24
1580646600,0.999,0.9994,0.9986,0.9992,13504.10193746,50
1580647500,0.9994,0.9994,0.9988,0.9991,17756.64404088,78
1580648400,0.9992,0.9995,0.9991,0.9991,12368.23703774,44
1580649300,0.9991,0.9995,0.999,0.9991,5450.6023647,23
1580650200,0.9994,0.9996,0.9991,0.9992,5167.23794158,29
1580651100,0.9992,0.9996,0.9992,0.9992,10407.96027685,52
1580652000,0.9992,0.9996,0.9991,0.9993,24984.79588179,55
1580652900,0.9992,0.9996,0.999,0.999,14865.05196196,63
1580653800,0.999,0.9994,0.9989,0.9989,6167.34678278,34
1580654700,0.999,0.9994,0.999,0.9994,3449.72137289,10
1580655600,0.9995,0.9996,0.9992,0.9994,4162.84025332,8
1580656500,0.9993,0.9996,0.9993,0.9996,2648.81116249,18
1580657400,0.9993,0.9996,0.9993,0.9994,928.33330496,8
1580658300,0.9994,0.9996,0.9993,0.9995,1944.32453738,13
1580659200,0.9996,0.9997,0.9994,0.9995,11576.01041689,50
1580660100,0.9996,0.9996,0.9992,0.9995,17473.15436915,22
1580661000,0.9992,0.9994,0.9989,0.9994,11521.56445394,27
1580661900,0.9994,0.9995,0.9993,0.9995,1617.85539155,13
1580662800,0.9995,0.9996,0.9993,0.9995,5515.68041324,21
1580663700,0.9995,0.9995,0.9993,0.9995,5612.71289431,18
1580664600,0.9993,0.9995,0.9991,0.9995,310.31552378,5
1580665500,0.9992,0.9995,0.999,0.9995,7352.79511872,25
1580666400,0.9995,0.9995,0.9992,0.9992,5358.08988852,6
1580667300,0.9992,0.9995,0.9991,0.9995,11496.9851618,6
1580668200,0.9995,0.9995,0.9994,0.9994,6200.23754299,11
1580669100,0.9995,0.9997,0.9992,0.9994,8825.12045307,29
1580670000,0.9994,0.9994,0.9993,0.9994,930.32144354,9
1580670900,0.9997,0.9997,0.9992,0.9992,5817.57361403,30
1580671800,0.9997,0.9997,0.9992,0.9993,6177.21612613,41
1580672700,0.9997,0.9997,0.9994,0.9997,7135.68856778,42
1580673600,0.9997,1.0,0.9994,1.0,16522.46339622,92
1580674500,0.9995,1.0,0.9995,0.9995,1573.14349242,17
1580675400,0.9996,1.0,0.9994,0.9995,5014.26669052,22
1580676300,0.9995,0.9995,0.9995,0.9995,608.37595213,12
1580677200,0.9995,1.0,0.9994,0.9994,2144.19529867,34
1580678100,0.9994,0.9994,0.9993,0.9993,5232.58045165,44
1580679000,0.9993,0.9996,0.9989,0.9989,21758.27970152,79
1580679900,0.999,0.9996,0.9989,0.9992,25312.18511704,87
1580680800,0.9996,0.9998,0.9992,0.9992,5382.3558028,22
1580681700,0.9992,0.9997,0.9992,0.9996,1566.6220439,13
1580682600,0.9996,0.9996,0.9991,0.9994,9559.66189875,32
1580683500,0.9993,0.9996,0.9991,0.9995,4880.61095286,23
1580684400,0.9991,0.9996,0.999,0.9995,1936.4674505,15
1580685300,0.999,0.9991,0.9989,0.9989,6467.03609003,39
1580686200,0.9989,0.9989,0.9987,0.9987,6741.59029916,29
1580687100,0.9988,0.9992,0.9987,0.9987,9767.29684046,32
1580688000,0.9987,0.9987,0.9985,0.9986,9224.22972082,39
1580688900,0.9985,0.9985,0.9985,0.9985,256.57911505,3
1580689800,0.9985,0.9985,0.9984,0.9984,2730.57220423,18
1580690700,0.9984,0.9986,0.9983,0.9983,1748.2494066,18
1580691600,0.9986,0.9987,0.9986,0.9987,1106.09651524,4
1580692500,0.9983,0.9987,0.9983,0.9987,222.83236844,5
1580693400,0.9987,1.0,0.9984,1.0,50546.1365462,170
1580694300,1.0,1.0,0.9993,1.0,35671.09970021,91
1580695200,1.0,1.0,0.9983,0.9989,96711.10879971,158
1580696100,0.9989,0.999,0.9985,0.999,1288.11911141,5
1580697000,0.9985,0.9991,0.9985,0.9986,3830.70228719,15
1580697900,0.9991,0.9991,0.9986,0.9988,7013.10704161,20
1580698800,0.999,0.9991,0.9989,0.9989,1607.21517458,8
1580699700,0.9989,0.9992,0.9989,0.9989,1748.13844442,5
1580700600,0.9989,0.999,0.9989,0.9989,13238.52656912,18
1580701500,0.9988,0.999,0.9987,0.9987,3817.70459943,10
1580702400,0.9986,0.9986,0.998,0.998,28547.62790358,43
1580703300,0.9981,0.9985,0.9981,0.9985,324.00555101,3
1580704200,0.9983,0.9983,0.9979,0.9979,28308.53970499,11
1580705100,0.9983,0.9983,0.9983,0.9983,500.0,1
1580706000,0.9984,0.9984,0.9979,0.9979,2070.65789529,8
1580706900,0.9979,0.9984,0.9979,0.9984,503.2754285,7
1580707800,0.9979,0.9985,0.9979,0.9981,8783.59970878,25
1580708700,0.9981,0.9982,0.9981,0.9981,753.36614733,9
1580709600,0.9981,0.9981,0.998,0.9981,847.29922016,3
1580710500,0.9981,0.9985,0.9979,0.9979,4061.71410396,15
1580711400,0.9979,0.9984,0.9979,0.9984,391.26213994,4
1580712300,0.9979,0.9988,0.9979,0.9988,20621.62000704,47
1580713200,0.9984,0.999,0.9984,0.999,3188.85601653,13
1580714100,0.9985,0.9988,0.9984,0.9984,6317.75524361,36
1580715000,0.9983,0.9986,0.9983,0.9983,2566.21867806,19
1580715900,0.9983,0.9986,0.9981,0.9981,2561.5713389,8
1580716800,0.998,0.9982,0.9978,0.9978,29949.74308357,86
1580717700,0.9978,0.9982,0.9978,0.9978,713.87636837,5
1580718600,0.9978,0.9984,0.9978,0.9979,6034.3512762,16
1580719500,0.9979,0.9986,0.9978,0.9978,38558.81473812,83
1580720400,0.9977,0.998,0.9976,0.9976,16422.06881637,88
1580721300,0.9976,0.9979,0.9976,0.9976,20089.20534976,84
1580722200,0.9978,0.9978,0.9976,0.9976,2655.46815912,12
1580723100,0.9979,0.998,0.9976,0.9976,2940.35619228,15
1580724000,0.9976,0.9979,0.9975,0.9979,8481.96686989,17
1580724900,0.9975,0.9979,0.9975,0.9976,4349.80418741,10
1580725800,0.9975,0.9979,0.9975,0.9975,5330.60422568,9
1580726700,0.9979,0.9981,0.9977,0.998,13826.22611053,45
1580727600,0.9981,0.9983,0.9977,0.9981,10718.01457239,27
1580728500,0.9977,0.9985,0.9975,0.9985,257128.5003890602,77
1580729400,0.9985,0.9986,0.9985,0.9985,219649.64685398,76
1580730300,0.9986,0.9987,0.9985,0.9985,6152.76233105,40
1580731200,0.9985,0.9987,0.9985,0.9985,21803.08465287,78
1580732100,0.9985,0.999,0.9985,0.9985,40018.03548326,38
1580733000,0.9985,0.9985,0.9985,0.9985,17822.67687138,27
1580733900,0.9985,0.9988,0.9985,0.9985,43235.6795643,58
1580734800,0.9985,0.9985,0.9985,0.9985,6358.21981149,40
1580735700,0.9985,0.9993,0.9985,0.9985,33486.47417904,87
1580736600,0.9985,0.999,0.9985,0.9985,332426.6850559699,77
1580737500,0.9985,0.9986,0.9985,0.9985,31402.12108635,94
1580738400,0.9985,0.9991,0.9985,0.9985,43774.0867574,206
1580739300,0.9985,0.999,0.9985,0.999,53562.14003475,12
1580740200,0.999,0.9991,0.9985,0.9986,2951.05777348,24
1580741100,0.9986,0.9986,0.9983,0.9983,96528.30850661,26
1580742000,0.9983,0.9983,0.9979,0.998,8115.06083998,42
1580742900,0.998,0.998,0.9977,0.9977,18192.42360076,53
1580743800,0.9976,0.998,0.9975,0.9975,203694.3361769599,109
1580744700,0.9975,0.9989,0.9975,0.9985,26026.25222186,70
1580745600,0.9985,0.9992,0.9983,0.9988,20439.27562645,60
1580746500,0.9988,0.9989,0.9982,0.9986,15575.37591705,27
1580747400,0.9983,0.999,0.9983,0.999,4192.01150679,11
1580748300,0.9985,0.9985,0.9983,0.9983,2699.79904856,14
1580749200,0.9983,0.9985,0.9982,0.9983,2930.65436655,22
1580750100,0.9983,0.9983,0.9978,0.9978,13276.97983416,30
1580751000,0.9979,0.9982,0.9975,0.9981,53582.02700153,28
1580751900,0.9981,0.9981,0.9976,0.9981,2610.09974329,20
1580752800,0.9979,0.9986,0.9978,0.9979,26395.29205156,44
1580753700,0.998,0.9984,0.9976,0.9977,40162.72610452,100
1580754600,0.9977,0.9983,0.9976,0.9983,13978.95779586,74
1580755500,0.998,0.9986,0.998,0.9984,43988.07662664,153
1580756400,0.9984,0.9985,0.998,0.9984,45344.88907864,144
1580757300,0.9984,0.9993,0.9984,0.9987,50846.41372062,53
1580758200,0.9986,0.9992,0.9986,0.9988,13413.83510096,31
1580759100,0.9988,0.9991,0.9987,0.9988,4253.12487412,20
1580760000,0.9992,0.9993,0.9988,0.9988,6297.71656192,30
1580760900,0.9988,0.9993,0.9986,0.9989,7806.38145218,50
1580761800,0.9989,0.9994,0.9989,0.9994,4491.23081592,15
1580762700,0.9992,0.9994,0.999,0.9991,5859.33535754,41
1580763600,0.9991,0.9994,0.9989,0.9989,12538.0041565,29
1580764500,0.9988,0.9993,0.9988,0.9993,2006.27577647,13
1580765400,0.999,0.9994,0.999,0.999,14642.8832346,73
1580766300,0.999,0.9992,0.9989,0.999,3260.4392311,24
1580767200,0.9992,0.9992,0.9988,0.9988,5108.17555721,11
1580768100,0.9988,0.9994,0.9988,0.9994,1710.04769055,14
1580769000,0.9989,0.9993,0.9988,0.999,8641.2345883,30
1580769900,0.999,0.9993,0.999,0.9991,679.76364201,13
1580770800,0.9991,0.9993,0.999,0.999,1881.82622815,14
1580771700,0.9993,0.9993,0.9986,0.9986,6972.18010697,20
1580772600,0.9986,0.9986,0.9986,0.9986,134.90885963,1
1580773500,0.9986,0.9989,0.9986,0.9986,21924.0352428,40
1580774400,0.9985,0.9991,0.9985,0.9985,19751.91158015,39
1580775300,0.9986,0.9991,0.9986,0.9989,4202.93348041,24
1580776200,0.9991,0.9992,0.9989,0.999,5504.31187824,34
1580777100,0.9992,0.9994,0.9992,0.9994,6339.61413151,18
1580778000,0.9994,0.9996,0.999,0.999,16970.0719666,38
1580778900,0.999,0.9991,0.9989,0.9991,8343.31084188,37
1580779800,0.9991,0.9991,0.9989,0.999,10421.21198984,20
1580780700,0.999,0.9991,0.9989,0.9991,25433.24430294,40
1580781600,0.9989,0.9991,0.9989,0.9991,3923.11250056,15
1580782500,0.9991,0.9991,0.9987,0.9987,2843.53424071,11
1580783400,0.9987,0.999,0.9985,0.9985,12258.11749464,22
1580784300,0.9989,0.9989,0.9986,0.9989,2317.35750149,8
1580785200,0.9989,0.9991,0.9986,0.999,12464.14749458,20
1580786100,0.999,0.999,0.9986,0.9986,3209.79807679,16
1580787000,0.9988,0.999,0.9986,0.9986,6385.34599649,13
1580787900,0.999,0.9991,0.9987,0.9987,6915.88642051,15
1580788800,0.9988,0.9989,0.9986,0.9986,7005.45677008,25
1580789700,0.9986,0.9991,0.9986,0.9988,8553.69167059,13
1580790600,0.9988,0.9989,0.9988,0.9988,13944.93571751,35
1580791500,0.9988,0.999,0.9985,0.9985,15175.39898706,54
1580792400,0.9985,0.9985,0.9979,0.9979,30981.25810983,62
1580793300,0.9981,0.9982,0.9979,0.9979,3061.07308241,16
1580794200,0.9983,0.9983,0.9978,0.9978,14724.66956804,18
1580795100,0.9978,0.9981,0.9977,0.998,8860.44802085,18
1580796000,0.9978,0.9981,0.9978,0.9981,455.16241795,4
1580796900,0.9981,0.9982,0.9978,0.998,12704.33802007,38
1580797800,0.998,0.998,0.9977,0.9979,3584.49414821,17
1580798700,0.9978,0.998,0.9977,0.9977,20717.14322214,29
1580799600,0.9977,0.9981,0.9977,0.9981,5136.75468262,40
1580800500,0.9981,0.9991,0.9978,0.9982,65973.89086274,81
1580801400,0.9982,0.9985,0.9981,0.9985,6690.11629855,22
1580802300,0.9984,0.9985,0.9979,0.998,26381.42159147,38
1580803200,0.998,0.9981,0.9977,0.9977,86431.04885101,51
1580804100,0.998,0.9981,0.9978,0.998,7851.01431042,33
1580805000,0.998,0.9981,0.9979,0.9981,4979.18479701,20
1580805900,0.9979,0.998,0.9977,0.9977,100843.8811717299,35
1580806800,0.9979,0.9979,0.9975,0.9976,35409.87221196,50
1580807700,0.9977,0.9984,0.9977,0.9979,46239.76127859,129
1580808600,0.9983,0.9983,0.9974,0.9974,96588.59784254,207
1580809500,0.9974,0.9975,0.9974,0.9974,21550.77386141,27
